"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","gene","uniprot","uniprot_taxa.id","uniprot.name"
"182","GO:0034341",0.0427280812065086,0.999309199646747,1,4,"response to interferon-gamma","BP","P","stress response","PGEN_.00g203340","Q32L09","SHFL_BOVIN","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"
"183","GO:0070417",0.0444422430881956,0.999170061122861,1,6,"cellular response to cold","BP","P","stress response","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"184","GO:0010185",0.0448103840220671,0.999189467958833,1,5,"regulation of cellular defense response","BP","P","stress response","PGEN_.00g263790","Q9I926","FUCL6_ANGJA","Fucolectin-6"
"185","GO:0009651",0.0469469342402549,0.999256351092362,1,3,"response to salt stress","BP","P","stress response","PGEN_.00g043300","Q07076","ANXA7_MOUSE","Annexin A7 (Annexin VII) (Annexin-7) (Synexin)"
"186","GO:0035794",0.0211192131944283,0.999851286511782,1,3,"positive regulation of mitochondrial membrane permeability","BP","P","transport","PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"187","GO:0046827",0.0238023195573099,0.999857959443564,1,2,"positive regulation of protein export from nucleus","BP","P","transport","PGEN_.00g279870","P00522","ABL_DROME","Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"
"188","GO:0060453",0.0243400195614417,0.999851428450209,1,2,"regulation of gastric acid secretion","BP","P","transport","PGEN_.00g065950","O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"
"189","GO:0086009",0.0243400195614417,0.999851428450209,1,2,"membrane repolarization","BP","P","transport","PGEN_.00g065950","O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"
"190","GO:0006853",0.0295300758023079,0.999780727676327,1,2,"carnitine shuttle","BP","P","transport","PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"191","GO:0048278",0.0358556083959597,0.999482975328241,1,5,"vesicle docking","BP","P","transport","PGEN_.00g185010","Q8BVI5","STX16_MOUSE","Syntaxin-16"
"192","GO:0015811",0.042154441121672,0.99928349504616,1,5,"L-cystine transport","BP","P","transport","PGEN_.00g186170","P82251","BAT1_HUMAN","b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"
"193","GO:0035815",0.0466922063757857,0.999083063907412,1,6,"positive regulation of renal sodium excretion","BP","P","transport","PGEN_.00g164020","P16066","ANPRA_HUMAN","Atrial natriuretic peptide receptor 1 (EC 4.6.1.2) (Atrial natriuretic peptide receptor type A) (ANP-A) (ANPR-A) (NPR-A) (Guanylate cyclase A) (GC-A)"
"194","GO:0098719",0.000874482600115124,0.999992951493616,2,4,"sodium ion import across plasma membrane","BP",NA,NA,"PGEN_.00g252700; PGEN_.00g277910","Q9ESQ5; Q61165","TRPM4_RAT; SL9A1_MOUSE","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2); Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"195","GO:1903949",0.00667377303213799,1,1,1,"positive regulation of atrial cardiac muscle cell action potential","BP",NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"196","GO:1904199",0.00667377303213799,1,1,1,"positive regulation of regulation of vascular associated smooth muscle cell membrane depolarization","BP",NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"197","GO:0098911",0.00912704893462883,0.999979271005972,1,2,"regulation of ventricular cardiac muscle cell action potential","BP",NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"198","GO:1903281",0.0115003363281374,1,1,1,"positive regulation of calcium:sodium antiporter activity","BP",NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"199","GO:1905344",0.01186400369321,1,1,1,"prostaglandin catabolic process","BP",NA,NA,"PGEN_.00g279730","Q5R6S0","ABHGA_PONAB","Phosphatidylserine lipase ABHD16A (EC 3.1.-.-) (Alpha/beta hydrolase domain-containing protein 16A) (Abhydrolase domain-containing protein 16A) (HLA-B-associated transcript 5 homolog) (Monoacylglycerol lipase ABHD16A) (EC 3.1.1.23)"
"200","GO:0075523",0.0131123889770911,1,1,1,"viral translational frameshifting","BP",NA,NA,"PGEN_.00g203340","Q32L09","SHFL_BOVIN","Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"
"201","GO:1905098",0.0133252791171387,0.999955720985707,1,2,"negative regulation of guanyl-nucleotide exchange factor activity","BP",NA,NA,"PGEN_.00g211830","P16056","MET_MOUSE","Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"
"202","GO:0036517",0.0151295744014914,1,1,1,"chemoattraction of serotonergic neuron axon","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"203","GO:0099068",0.0151295744014914,1,1,1,"postsynapse assembly","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"204","GO:1904934",0.0151295744014914,1,1,1,"negative regulation of cell proliferation in midbrain","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"205","GO:1904955",0.0151295744014914,1,1,1,"planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"206","GO:0150012",0.0174413475985418,0.999923981734914,1,2,"positive regulation of neuron projection arborization","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"207","GO:0098528",0.0195479740406316,0.999904406238845,1,2,"skeletal muscle fiber differentiation","BP",NA,NA,"PGEN_.00g271680","Q5U504","KLH40_XENLA","Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)"
"208","GO:1902083",0.0219000265578711,1,1,1,"negative regulation of peptidyl-cysteine S-nitrosylation","BP",NA,NA,"PGEN_.00g312440","Q4V8B0","OXR1_RAT","Oxidation resistance protein 1 (Protein C7)"
"209","GO:1904862",0.0233379095766737,0.999863480685559,1,2,"inhibitory synapse assembly","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"210","GO:0098735",0.0251384463461822,0.999841456310296,1,2,"positive regulation of the force of heart contraction","BP",NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"211","GO:1902474",0.0273283752165077,0.999812418809847,1,2,"positive regulation of protein localization to synapse","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"212","GO:0036376",0.0274651036623849,0.999747759002149,1,3,"sodium ion export across plasma membrane","BP",NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"213","GO:0062028",0.0280443335634948,0.999802388531327,1,2,"regulation of stress granule assembly","BP",NA,NA,"PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"214","GO:1904428",0.0280443335634948,0.999802388531327,1,2,"negative regulation of tubulin deacetylation","BP",NA,NA,"PGEN_.00g004840","P54646","AAPK2_HUMAN","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)"
"215","GO:1902275",0.0286840296493541,0.999690561408013,1,4,"regulation of chromatin organization","BP",NA,NA,"PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"216","GO:1902307",0.0293267847999999,0.99971215919409,1,3,"positive regulation of sodium ion transmembrane transport","BP",NA,NA,"PGEN_.00g057380","Q9ESD1","PRSS8_MOUSE","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]"
"217","GO:1902533",0.0301292478444156,0.99969607963967,1,3,"positive regulation of intracellular signal transduction","BP",NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"218","GO:1905552",0.032703439459228,0.999730627256602,1,2,"positive regulation of protein localization to endoplasmic reticulum","BP",NA,NA,"PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"219","GO:1905905",0.032703439459228,0.999730627256602,1,2,"pharyngeal gland morphogenesis","BP",NA,NA,"PGEN_.00g334400","O01761","UNC89_CAEEL","Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"220","GO:0036518",0.0369053300643426,0.99965621212041,1,2,"chemorepulsion of dopaminergic neuron axon","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"221","GO:1904753",0.0385564972497739,0.999500354622104,1,3,"negative regulation of vascular associated smooth muscle cell migration","BP",NA,NA,"PGEN_.00g035760","Q13976","KGP1_HUMAN","cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI)"
"222","GO:0110095",0.0400743020395857,0.999326373813852,1,6,"cellular detoxification of aldehyde","BP",NA,NA,"PGEN_.00g223280","Q7Z9I2","YCP9_SCHPO","Uncharacterized oxidoreductase C663.09c (EC 1.-.-.-)"
"223","GO:0099566",0.0415345262002015,0.999419392406794,1,3,"regulation of postsynaptic cytosolic calcium ion concentration","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"224","GO:0062009",0.04444134547767,0.999252135246514,1,4,"secondary palate development","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"225","GO:1904861",0.0471166141202883,0.999158407534764,1,4,"excitatory synapse assembly","BP",NA,NA,"PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"226","GO:1901631",0.0499850833521463,0.998989276816928,1,5,"positive regulation of presynaptic membrane organization","BP",NA,NA,"PGEN_.00g190430","O75096","LRP4_HUMAN","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"
"227","GO:1904395",0.0499850833521463,0.998989276816928,1,5,"positive regulation of skeletal muscle acetylcholine-gated channel clustering","BP",NA,NA,"PGEN_.00g190430","O75096","LRP4_HUMAN","Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"
"228","GO:0005796",0.00280283594345473,0.999827356392661,3,27,"Golgi lumen","CC","C","ER/Golgi","PGEN_.00g069450; PGEN_.00g204470; PGEN_.00g218470","Q7Z5P9; P41221; O14594","MUC19_HUMAN; WNT5A_HUMAN; NCAN_HUMAN","Mucin-19 (MUC-19); Protein Wnt-5a; Neurocan core protein (Chondroitin sulfate proteoglycan 3)"
"229","GO:0034451",0.0393004445061049,0.996238898944509,2,37,"centriolar satellite","CC","C","cytoskeleton","PGEN_.00g082390; PGEN_.00g130160","Q8BR93; Q8BR93","HARB1_MOUSE; HARB1_MOUSE","Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease)"
"230","GO:0005614",0.0302153176656904,0.999770352012947,1,2,"interstitial matrix","CC","C","extracellular matrix","PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"231","GO:0005615",0.031483375079883,0.987665037568198,9,478,"extracellular space","CC","C","non-structural extracellular","PGEN_.00g057380; PGEN_.00g149640; PGEN_.00g165230; PGEN_.00g198010; PGEN_.00g204470; PGEN_.00g208580; PGEN_.00g211830; PGEN_.00g263790; PGEN_.00g283380","Q9ESD1; Q80YX1; Q8IWY4; P05099; P41221; Q3L254; P16056; Q9I926; Q9XTQ6","PRSS8_MOUSE; TENA_MOUSE; SCUB1_HUMAN; MATN1_CHICK; WNT5A_HUMAN; WNT7B_CHICK; MET_MOUSE; FUCL6_ANGJA; TBH1_CAEEL","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]; Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Signal peptide, CUB and EGF-like domain-containing protein 1; Cartilage matrix protein (Matrilin-1); Protein Wnt-5a; Protein Wnt-7b; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Fucolectin-6; Tyramine beta-hydroxylase (EC 1.14.17.-)"
"232","GO:0005643",0.0400122703672737,0.996146912717165,2,34,"nuclear pore","CC","C","nucleus","PGEN_.00g259110; PGEN_.00g326070","Q99666; Q5U249","RGPD5_HUMAN; ELYS_XENLA","RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63); Protein ELYS (Protein MEL-28) (xELYS)"
"233","GO:0005737",0.00230664811671085,0.998864676230058,33,2258,"cytoplasm","CC","C","other cellular component","PGEN_.00g004840; PGEN_.00g014370; PGEN_.00g024960; PGEN_.00g035760; PGEN_.00g049510; PGEN_.00g051430; PGEN_.00g065700; PGEN_.00g065950; PGEN_.00g070630; PGEN_.00g076180; PGEN_.00g110260; PGEN_.00g131030; PGEN_.00g175550; PGEN_.00g183880; PGEN_.00g185010; PGEN_.00g203340; PGEN_.00g203450; PGEN_.00g211830; PGEN_.00g213360; PGEN_.00g216290; PGEN_.00g227520; PGEN_.00g245920; PGEN_.00g259110; PGEN_.00g270640; PGEN_.00g271680; PGEN_.00g277910; PGEN_.00g279870; PGEN_.00g283380; PGEN_.00g289090; PGEN_.00g305680; PGEN_.00g312690; PGEN_.00g316170; PGEN_.00g326070","P54646; Q11002; Q6BK42; Q13976; Q8TDM6; Q2HJF4; P80174; O73925; Q2TBS9; Q8JHV9; Q39565; Q9NXW9; Q2TAD9; P21894; Q8BVI5; Q32L09; Q9BV99; P16056; Q14995; Q5XPI4; Q17LW0; Q99973; Q99666; Q2KID4; Q5U504; Q61165; P00522; Q9XTQ6; E9Q5G3; O88873; Q6AZB8; Q5ZIJ9; Q5U249","AAPK2_HUMAN; CANA_DROME; DDI1_DEBHA; KGP1_HUMAN; DLG5_HUMAN; PBLD_BOVIN; SODC_CARCR; KCNQ1_SQUAC; SMU1_BOVIN; BIR7A_XENLA; DYHB_CHLRE; ALKB4_HUMAN; CYR1B_XENLA; SYAC_BOMMO; STX16_MOUSE; SHFL_BOVIN; LRC61_HUMAN; MET_MOUSE; NR1D2_HUMAN; RN123_HUMAN; MYO7A_AEDAE; TEP1_HUMAN; RGPD5_HUMAN; DNAL1_BOVIN; KLH40_XENLA; SL9A1_MOUSE; ABL_DROME; TBH1_CAEEL; KIF23_MOUSE; GMEB2_RAT; HARB1_DANRE; MIB2_CHICK; ELYS_XENLA","5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31); Calpain-A (EC 3.4.22.-) (Calcium-activated neutral proteinase A) (CANP A) [Cleaved into: Calpain-A catalytic subunit]; DNA damage-inducible protein 1 (EC 3.4.23.-); cGMP-dependent protein kinase 1 (cGK 1) (cGK1) (EC 2.7.11.12) (cGMP-dependent protein kinase I) (cGKI); Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG); Phenazine biosynthesis-like domain-containing protein (EC 5.1.-.-); Superoxide dismutase [Cu-Zn] (EC 1.15.1.1); Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1); WD40 repeat-containing protein SMU1 (Smu-1 suppressor of mec-8 and unc-52 protein homolog) [Cleaved into: WD40 repeat-containing protein SMU1, N-terminally processed]; Baculoviral IAP repeat-containing protein 7-A (EC 2.3.2.27) (E3 ubiquitin-protein ligase EIAP-A) (Embryonic/Egg IAP) (xEIAP/XLX) (Inhibitor of apoptosis-like protein) (IAP-like protein) (RING-type E3 ubiquitin transferase EIAP-A) (XIAP homolog XLX) (XLX); Dynein beta chain, flagellar outer arm; Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-); Cysteine and histidine-rich protein 1-B; Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS); Syntaxin-16; Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN); Leucine-rich repeat-containing protein 61; Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met); Nuclear receptor subfamily 1 group D member 2 (Orphan nuclear hormone receptor BD73) (Rev-erb alpha-related receptor) (RVR) (Rev-erb-beta) (V-erbA-related protein 1-related) (EAR-1R); E3 ubiquitin-protein ligase RNF123 (EC 2.3.2.27) (Kip1 ubiquitination-promoting complex protein 1) (RING finger protein 123) (RING-type E3 ubiquitin transferase RNF123); Myosin-VIIa (Protein crinkled); Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog); RANBP2-like and GRIP domain-containing protein 5/6 (Ran-binding protein 2-like 1/2) (RanBP2-like 1/2) (RanBP2L1) (RanBP2L2) (Sperm membrane protein BS-63); Dynein light chain 1, axonemal; Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5); Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1); Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson); Tyramine beta-hydroxylase (EC 1.14.17.-); Kinesin-like protein KIF23; Glucocorticoid modulatory element-binding protein 2 (GMEB-2); Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease); E3 ubiquitin-protein ligase MIB2 (EC 2.3.2.27) (Mind bomb homolog 2) (RING-type E3 ubiquitin transferase MIB2); Protein ELYS (Protein MEL-28) (xELYS)"
"234","GO:0031012",0.0075167654885165,0.998615414967234,5,133,"extracellular matrix","CC","C","other cellular component","PGEN_.00g149640; PGEN_.00g193010; PGEN_.00g198010; PGEN_.00g204470; PGEN_.00g218470","Q80YX1; Q3UTY6; P05099; P41221; O14594","TENA_MOUSE; THSD4_MOUSE; MATN1_CHICK; WNT5A_HUMAN; NCAN_HUMAN","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6) (ADAMTS-like protein 4) (ADAMTSL-4); Cartilage matrix protein (Matrilin-1); Protein Wnt-5a; Neurocan core protein (Chondroitin sulfate proteoglycan 3)"
"235","GO:0031463",0.00914728654905392,0.999602512868493,2,26,"Cul3-RING ubiquitin ligase complex","CC","C","other cellular component","PGEN_.00g015010; PGEN_.00g271680","Q80TF4; Q5U504","KLH13_MOUSE; KLH40_XENLA","Kelch-like protein 13 (BTB and kelch domain-containing protein 2); Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5)"
"236","GO:0031672",0.0104120503044617,0.999551271950009,2,12,"A band","CC","C","other cellular component","PGEN_.00g271680; PGEN_.00g334400","Q5U504; O01761","KLH40_XENLA; UNC89_CAEEL","Kelch-like protein 40 (Kelch repeat and BTB domain-containing protein 5); Muscle M-line assembly protein unc-89 (Obscurin) (Uncoordinated protein 89)"
"237","GO:0070938",0.0164417326440226,0.999910057213606,1,3,"contractile ring","CC","C","other cellular component","PGEN_.00g131030","Q9NXW9","ALKB4_HUMAN","Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-)"
"238","GO:0030496",0.0399742593382837,0.993106666214814,3,80,"midbody","CC","C","other cellular component","PGEN_.00g015010; PGEN_.00g131030; PGEN_.00g289090","Q80TF4; Q9NXW9; E9Q5G3","KLH13_MOUSE; ALKB4_HUMAN; KIF23_MOUSE","Kelch-like protein 13 (BTB and kelch domain-containing protein 2); Alpha-ketoglutarate-dependent dioxygenase alkB homolog 4 (Alkylated DNA repair protein alkB homolog 4) (DNA N6-methyl adenine demethylase ALKBH4) (EC 1.14.11.51) (Lysine-specific demethylase ALKBH4) (EC 1.14.11.-); Kinesin-like protein KIF23"
"239","GO:0030124",0.016826052411595,0.999929272915489,1,2,"AP-4 adaptor complex","CC","C","other membranes","PGEN_.00g031500","Q9WVL1","AP4S1_MOUSE","AP-4 complex subunit sigma-1 (AP-4 adaptor complex subunit sigma-1) (Adaptor-related protein complex 4 subunit sigma-1) (Sigma-1 subunit of AP-4) (Sigma-4-adaptin) (Sigma4-adaptin)"
"240","GO:0044214",0.0197844232546831,0.999853348271657,1,4,"spanning component of plasma membrane","CC","C","other membranes","PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"241","GO:0034702",0.0243400195614417,0.999851428450209,1,2,"ion channel complex","CC","C","other membranes","PGEN_.00g065950","O73925","KCNQ1_SQUAC","Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"
"242","GO:0030669",0.0273016013195703,0.999812788762634,1,2,"clathrin-coated endocytic vesicle membrane","CC","C","other membranes","PGEN_.00g204470","P41221","WNT5A_HUMAN","Protein Wnt-5a"
"243","GO:0017059",0.038266002153624,0.999447015576606,1,4,"serine C-palmitoyltransferase complex","CC","C","other membranes","PGEN_.00g171780","P97363","SPTC2_MOUSE","Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"
"244","GO:0019897",0.000312890036857031,0.999991536523529,3,16,"extrinsic component of plasma membrane","CC","C","plasma membrane","PGEN_.00g057380; PGEN_.00g165230; PGEN_.00g279870","Q9ESD1; Q8IWY4; P00522","PRSS8_MOUSE; SCUB1_HUMAN; ABL_DROME","Prostasin (EC 3.4.21.-) (Channel-activating protease 1) (CAP1) (Serine protease 8) [Cleaved into: Prostasin light chain; Prostasin heavy chain]; Signal peptide, CUB and EGF-like domain-containing protein 1; Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"
"245","GO:0005927",0.03873893695841,0.999495572575229,1,3,"muscle tendon junction","CC","C","plasma membrane","PGEN_.00g279870","P00522","ABL_DROME","Tyrosine-protein kinase Abl (EC 2.7.10.2) (D-ash) (Protein abelson)"
"246","GO:0090533",0.0115003363281374,1,1,1,"cation-transporting ATPase complex","CC",NA,NA,"PGEN_.00g277910","Q61165","SL9A1_MOUSE","Sodium/hydrogen exchanger 1 (Na(+)/H(+) exchanger 1) (NHE-1) (Solute carrier family 9 member 1)"
"247","GO:0098966",0.0211372686081913,0.999851030899173,1,3,"perisynaptic extracellular matrix","CC",NA,NA,"PGEN_.00g149640","Q80YX1","TENA_MOUSE","Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C)"
"248","GO:0089717",0.0370106021296198,0.999397769204487,1,8,"spanning component of membrane","CC",NA,NA,"PGEN_.00g252700","Q9ESQ5","TRPM4_RAT","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4) (MLS2s) (Melastatin-like 2)"
"249","GO:0062023",0.0457734336910357,0.988824357649538,4,146,"collagen-containing extracellular matrix","CC",NA,NA,"PGEN_.00g043300; PGEN_.00g124830; PGEN_.00g149640; PGEN_.00g198010","Q07076; D3YXG0; Q80YX1; P05099","ANXA7_MOUSE; HMCN1_MOUSE; TENA_MOUSE; MATN1_CHICK","Annexin A7 (Annexin VII) (Annexin-7) (Synexin); Hemicentin-1 (Fibulin-6) (FIBL-6); Tenascin (TN) (Hexabrachion) (Tenascin-C) (TN-C); Cartilage matrix protein (Matrilin-1)"
"250","GO:0032027",0.0148591570421709,1,1,1,"myosin light chain binding","MF","F","cytoskeletal activity","PGEN_.00g227520","Q17LW0","MYO7A_AEDAE","Myosin-VIIa (Protein crinkled)"
