"gene"	"adj.pval.treatment"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g135570"	0.00692214084241331	"Scaffold_06"	16247535	16277016	"Q80UK8"	"INT2_MOUSE"	"Integrator complex subunit 2 (Int2)"	"GO:0005634; GO:0005737; GO:0016021; GO:0016180; GO:0031965; GO:0032039; GO:0034472"	"cytoplasm [GO:0005737]; integral component of membrane [GO:0016021]; integrator complex [GO:0032039]; nuclear membrane [GO:0031965]; nucleus [GO:0005634]; snRNA 3'-end processing [GO:0034472]; snRNA processing [GO:0016180]"
"PGEN_.00g171360"	0.00694613597760732	"Scaffold_08"	8453611	8454285	NA	NA	NA	NA	NA
"PGEN_.00g309570"	0.00697192663573614	"Scaffold_15"	31898261	31953724	NA	NA	NA	NA	NA
"PGEN_.00g059710"	0.00728951411581214	"Scaffold_03"	4844271	4859579	"Q5ZMJ9"	"SRRM1_CHICK"	"Serine/arginine repetitive matrix protein 1"	"GO:0005634; GO:0006397; GO:0008380"	"nucleus [GO:0005634]; mRNA processing [GO:0006397]; RNA splicing [GO:0008380]"
"PGEN_.00g207660"	0.00740014279153078	"Scaffold_10"	9540286	9542729	NA	NA	NA	NA	NA
"PGEN_.00g116850"	0.00742133273513906	"Scaffold_05"	34613914	34618070	NA	NA	NA	NA	NA
"PGEN_.00g047580"	0.00742960725973226	"Scaffold_02"	40387337	40388254	NA	NA	NA	NA	NA
"PGEN_.00g259230"	0.00745017260955065	"Scaffold_12"	49657207	49659039	NA	NA	NA	NA	NA
"PGEN_.00g242100"	0.00745845985275082	"Scaffold_11"	50731005	50770396	"Q5JSL3"	"DOC11_HUMAN"	"Dedicator of cytokinesis protein 11 (Activated Cdc42-associated guanine nucleotide exchange factor) (ACG) (Zizimin-2)"	"GO:0001782; GO:0002315; GO:0005085; GO:0005089; GO:0005829; GO:0007264; GO:0007596; GO:0043547; GO:0051491"	"cytosol [GO:0005829]; guanyl-nucleotide exchange factor activity [GO:0005085]; Rho guanyl-nucleotide exchange factor activity [GO:0005089]; B cell homeostasis [GO:0001782]; blood coagulation [GO:0007596]; marginal zone B cell differentiation [GO:0002315]; positive regulation of filopodium assembly [GO:0051491]; positive regulation of GTPase activity [GO:0043547]; small GTPase mediated signal transduction [GO:0007264]"
"PGEN_.00g040360"	0.00748806765389192	"Scaffold_02"	19971552	19982361	"Q8I8U7"	"TRA1_DROME"	"Transcription-associated protein 1 (dTRA1)"	"GO:0000123; GO:0000124; GO:0000281; GO:0003712; GO:0005634; GO:0005700; GO:0005703; GO:0005737; GO:0006281; GO:0006351; GO:0006355; GO:0016573; GO:0035222; GO:0035267; GO:0043486; GO:0043966"	"cytoplasm [GO:0005737]; histone acetyltransferase complex [GO:0000123]; NuA4 histone acetyltransferase complex [GO:0035267]; nucleus [GO:0005634]; polytene chromosome [GO:0005700]; polytene chromosome puff [GO:0005703]; SAGA complex [GO:0000124]; transcription coregulator activity [GO:0003712]; DNA repair [GO:0006281]; histone acetylation [GO:0016573]; histone exchange [GO:0043486]; histone H3 acetylation [GO:0043966]; mitotic cytokinesis [GO:0000281]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]; wing disc pattern formation [GO:0035222]"
"PGEN_.00g080980"	0.00748806765389192	"Scaffold_04"	6499421	6499942	NA	NA	NA	NA	NA
"PGEN_.00g083760"	0.0075527192774373	"Scaffold_04"	12840808	12951136	"P83093"	"STIM2_MOUSE"	"Stromal interaction molecule 2"	"GO:0002115; GO:0005246; GO:0005509; GO:0005623; GO:0005783; GO:0005789; GO:0005886; GO:0006874; GO:0015279; GO:0016021; GO:0032237; GO:0051928"	"cell [GO:0005623]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; calcium channel regulator activity [GO:0005246]; calcium ion binding [GO:0005509]; store-operated calcium channel activity [GO:0015279]; activation of store-operated calcium channel activity [GO:0032237]; cellular calcium ion homeostasis [GO:0006874]; positive regulation of calcium ion transport [GO:0051928]; store-operated calcium entry [GO:0002115]"
"PGEN_.00g101020"	0.0075527192774373	"Scaffold_04"	57942638	57943782	NA	NA	NA	NA	NA
"PGEN_.00g259150"	0.00758641030951439	"Scaffold_12"	49420286	49444879	"O08774"	"RGS12_RAT"	"Regulator of G-protein signaling 12 (RGS12)"	"GO:0001965; GO:0005096; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0007165; GO:0030054; GO:0030425; GO:0030695; GO:0032991; GO:0038032; GO:0043025; GO:0045202; GO:0045744; GO:0097440"	"apical dendrite [GO:0097440]; cell junction [GO:0030054]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; dendrite [GO:0030425]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; protein-containing complex [GO:0032991]; synapse [GO:0045202]; G-protein alpha-subunit binding [GO:0001965]; GTPase activator activity [GO:0005096]; GTPase regulator activity [GO:0030695]; negative regulation of G protein-coupled receptor signaling pathway [GO:0045744]; signal transduction [GO:0007165]; termination of G protein-coupled receptor signaling pathway [GO:0038032]"
"PGEN_.00g234520"	0.00770446589499953	"Scaffold_11"	29514193	29541037	NA	NA	NA	NA	NA
"PGEN_.00g237150"	0.0078480720627573	"Scaffold_11"	37110048	37301714	"Q8WSR4"	"ITPR_PATPE"	"Inositol 1,4,5-trisphosphate receptor (ApIP3R)"	"GO:0005220; GO:0005789; GO:0007275; GO:0007338; GO:0016021; GO:0070679"	"endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; inositol 1,4,5 trisphosphate binding [GO:0070679]; inositol 1,4,5-trisphosphate-sensitive calcium-release channel activity [GO:0005220]; multicellular organism development [GO:0007275]; single fertilization [GO:0007338]"
"PGEN_.00g213880"	0.00806371807843132	"Scaffold_10"	25746155	25760384	"Q96DM3"	"RMC1_HUMAN"	"Regulator of MON1-CCZ1 complex (Colon cancer-associated protein Mic1) (Mic-1) (WD repeat-containing protein 98)"	"GO:0005765; GO:0006914; GO:0010506; GO:0031902; GO:0035658"	"late endosome membrane [GO:0031902]; lysosomal membrane [GO:0005765]; Mon1-Ccz1 complex [GO:0035658]; autophagy [GO:0006914]; regulation of autophagy [GO:0010506]"
"PGEN_.00g035820"	0.00819053532410965	"Scaffold_02"	7093558	7131622	"P26779"	"SAP_BOVIN"	"Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]"	"GO:0005576; GO:0005615; GO:0005764; GO:0005770; GO:0006665; GO:0007041; GO:0007193; GO:0019216; GO:0060736; GO:0060742"	"extracellular region [GO:0005576]; extracellular space [GO:0005615]; late endosome [GO:0005770]; lysosome [GO:0005764]; adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; epithelial cell differentiation involved in prostate gland development [GO:0060742]; lysosomal transport [GO:0007041]; prostate gland growth [GO:0060736]; regulation of lipid metabolic process [GO:0019216]; sphingolipid metabolic process [GO:0006665]"
"PGEN_.00g208160"	0.00821371825630219	"Scaffold_10"	10656955	10661202	NA	NA	NA	NA	NA
"PGEN_.00g031120"	0.00841689762263908	"Scaffold_01"	84758079	84826339	"A0A0F7YYX3"	"CPROH_CONVC"	"Neuropeptide prohormone-4"	"GO:0005576"	"extracellular region [GO:0005576]"
"PGEN_.00g221860"	0.00846124374700478	"Scaffold_10"	46295342	46296058	NA	NA	NA	NA	NA
"PGEN_.00g132060"	0.00850128260760123	"Scaffold_06"	8180801	8200333	"Q99638"	"RAD9A_HUMAN"	"Cell cycle checkpoint control protein RAD9A (hRAD9) (EC 3.1.11.2) (DNA repair exonuclease rad9 homolog A)"	"GO:0000076; GO:0000077; GO:0005634; GO:0005654; GO:0005737; GO:0006260; GO:0006281; GO:0006974; GO:0008408; GO:0008853; GO:0017124; GO:0019899; GO:0019901; GO:0030896; GO:0031573; GO:0042826; GO:0071479; GO:1901796; GO:1902231"	"checkpoint clamp complex [GO:0030896]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; 3'-5' exonuclease activity [GO:0008408]; enzyme binding [GO:0019899]; exodeoxyribonuclease III activity [GO:0008853]; histone deacetylase binding [GO:0042826]; protein kinase binding [GO:0019901]; SH3 domain binding [GO:0017124]; cellular response to DNA damage stimulus [GO:0006974]; cellular response to ionizing radiation [GO:0071479]; DNA damage checkpoint [GO:0000077]; DNA repair [GO:0006281]; DNA replication [GO:0006260]; DNA replication checkpoint [GO:0000076]; intra-S DNA damage checkpoint [GO:0031573]; positive regulation of intrinsic apoptotic signaling pathway in response to DNA damage [GO:1902231]; regulation of signal transduction by p53 class mediator [GO:1901796]"
"PGEN_.00g083830"	0.00851324472831197	"Scaffold_04"	13109857	13119321	"Q5ZLF0"	"F10A1_CHICK"	"Hsc70-interacting protein (Hip) (Protein FAM10A1) (Protein ST13 homolog)"	"GO:0005737; GO:0046983; GO:0051085"	"cytoplasm [GO:0005737]; protein dimerization activity [GO:0046983]; chaperone cofactor-dependent protein refolding [GO:0051085]"
"PGEN_.00g234980"	0.00851324472831197	"Scaffold_11"	30547980	30566299	"Q15262"	"PTPRK_HUMAN"	"Receptor-type tyrosine-protein phosphatase kappa (Protein-tyrosine phosphatase kappa) (R-PTP-kappa) (EC 3.1.3.48)"	"GO:0001750; GO:0004725; GO:0005001; GO:0005886; GO:0005887; GO:0005911; GO:0005912; GO:0006470; GO:0007155; GO:0007165; GO:0007179; GO:0008013; GO:0008285; GO:0009986; GO:0010839; GO:0016021; GO:0016477; GO:0019901; GO:0030054; GO:0030336; GO:0030424; GO:0030425; GO:0031175; GO:0031256; GO:0034394; GO:0034614; GO:0034644; GO:0043025; GO:0043231; GO:0045295; GO:0045786; GO:0045892; GO:0048041"	"adherens junction [GO:0005912]; axon [GO:0030424]; cell junction [GO:0030054]; cell surface [GO:0009986]; cell-cell junction [GO:0005911]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; intracellular membrane-bounded organelle [GO:0043231]; leading edge membrane [GO:0031256]; neuronal cell body [GO:0043025]; photoreceptor outer segment [GO:0001750]; plasma membrane [GO:0005886]; beta-catenin binding [GO:0008013]; gamma-catenin binding [GO:0045295]; protein kinase binding [GO:0019901]; protein tyrosine phosphatase activity [GO:0004725]; transmembrane receptor protein tyrosine phosphatase activity [GO:0005001]; cell adhesion [GO:0007155]; cell migration [GO:0016477]; cellular response to reactive oxygen species [GO:0034614]; cellular response to UV [GO:0034644]; focal adhesion assembly [GO:0048041]; negative regulation of cell cycle [GO:0045786]; negative regulation of cell migration [GO:0030336]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of keratinocyte proliferation [GO:0010839]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron projection development [GO:0031175]; protein dephosphorylation [GO:0006470]; protein localization to cell surface [GO:0034394]; signal transduction [GO:0007165]; transforming growth factor beta receptor signaling pathway [GO:0007179]"
"PGEN_.00g234820"	0.00861593084519572	"Scaffold_11"	30080183	30096763	NA	NA	NA	NA	NA
"PGEN_.00g015800"	0.00862092420180269	"Scaffold_01"	42028001	42054472	"O76840"	"PPN1_CAEEL"	"Papilin (Abnormal cell migration protein 6)"	"GO:0000902; GO:0002119; GO:0004867; GO:0005604; GO:0008233; GO:0009792; GO:0032504; GO:0048598"	"basement membrane [GO:0005604]; peptidase activity [GO:0008233]; serine-type endopeptidase inhibitor activity [GO:0004867]; cell morphogenesis [GO:0000902]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic morphogenesis [GO:0048598]; multicellular organism reproduction [GO:0032504]; nematode larval development [GO:0002119]"
"PGEN_.00g075910"	0.00862092420180269	"Scaffold_03"	51264461	51265168	NA	NA	NA	NA	NA
"PGEN_.00g046310"	0.00872609048113299	"Scaffold_02"	37204053	37208359	NA	NA	NA	NA	NA
"PGEN_.00g065950"	0.00894490432841632	"Scaffold_03"	22305616	22370797	"O73925"	"KCNQ1_SQUAC"	"Potassium voltage-gated channel subfamily KQT member 1 (IKs producing slow voltage-gated potassium channel subunit alpha KvLQT1) (KQT-like 1) (Voltage-gated potassium channel subunit Kv7.1)"	"GO:0005249; GO:0005251; GO:0005516; GO:0005546; GO:0005737; GO:0005783; GO:0005886; GO:0008076; GO:0015271; GO:0016323; GO:0030659; GO:0034702; GO:0034765; GO:0045121; GO:0048839; GO:0050892; GO:0060453; GO:0070293; GO:0086009"	"basolateral plasma membrane [GO:0016323]; cytoplasm [GO:0005737]; cytoplasmic vesicle membrane [GO:0030659]; endoplasmic reticulum [GO:0005783]; ion channel complex [GO:0034702]; membrane raft [GO:0045121]; plasma membrane [GO:0005886]; voltage-gated potassium channel complex [GO:0008076]; calmodulin binding [GO:0005516]; delayed rectifier potassium channel activity [GO:0005251]; outward rectifier potassium channel activity [GO:0015271]; phosphatidylinositol-4,5-bisphosphate binding [GO:0005546]; voltage-gated potassium channel activity [GO:0005249]; inner ear development [GO:0048839]; intestinal absorption [GO:0050892]; membrane repolarization [GO:0086009]; regulation of gastric acid secretion [GO:0060453]; regulation of ion transmembrane transport [GO:0034765]; renal absorption [GO:0070293]"
"PGEN_.00g339890"	0.00898994827908385	"Scaffold_18"	2598435	2641482	"Q80U22"	"RUSC2_MOUSE"	"Iporin (Interacting protein of Rab1) (RUN and SH3 domain-containing protein 2)"	"GO:0005829; GO:0017137; GO:0031410"	"cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; Rab GTPase binding [GO:0017137]"
"PGEN_.00g119570"	0.00914370765492546	"Scaffold_05"	42587867	42621142	"Q924A2"	"CIC_MOUSE"	"Protein capicua homolog"	"GO:0000122; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0007420; GO:0007612; GO:0007613; GO:0032991; GO:0035176; GO:0043231; GO:0045892; GO:0048286"	"intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; chromatin binding [GO:0003682]; DNA binding [GO:0003677]; brain development [GO:0007420]; learning [GO:0007612]; lung alveolus development [GO:0048286]; memory [GO:0007613]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; social behavior [GO:0035176]"
"PGEN_.00g299810"	0.00922953773427512	"Scaffold_15"	7012243	7013355	NA	NA	NA	NA	NA
"PGEN_.00g185010"	0.0093514477617836	"Scaffold_08"	44550419	44563488	"Q8BVI5"	"STX16_MOUSE"	"Syntaxin-16"	"GO:0000139; GO:0000149; GO:0005484; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0006886; GO:0006906; GO:0012505; GO:0016020; GO:0016021; GO:0019905; GO:0030285; GO:0031201; GO:0031985; GO:0042147; GO:0043231; GO:0048278; GO:0048471; GO:0090161"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; Golgi ribbon formation [GO:0090161]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]"
"PGEN_.00g004660"	0.00944884414979509	"Scaffold_01"	11787697	11831066	NA	NA	NA	NA	NA
"PGEN_.00g004510"	0.00945755615450873	"Scaffold_01"	11512219	11578082	"D3YXG0"	"HMCN1_MOUSE"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023"	"basement membrane [GO:0005604]; cell cortex [GO:0005938]; cell junction [GO:0030054]; cell-cell adherens junction [GO:0005913]; cleavage furrow [GO:0032154]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; calcium ion binding [GO:0005509]; cell adhesion molecule binding [GO:0050839]; protein homodimerization activity [GO:0042803]; signaling receptor activity [GO:0038023]; cell cycle [GO:0007049]; cell division [GO:0051301]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; response to bacterium [GO:0009617]"
"PGEN_.00g113740"	0.00957222041018405	"Scaffold_05"	25964079	26013601	"Q6GNV7"	"DIRC2_XENLA"	"Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)"	"GO:0005765; GO:0016021; GO:0055085"	"integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; transmembrane transport [GO:0055085]"
"PGEN_.00g051440"	0.00965140919330002	"Scaffold_02"	50907732	50916840	NA	NA	NA	NA	NA
"PGEN_.00g066200"	0.00965140919330002	"Scaffold_03"	23345122	23347681	NA	NA	NA	NA	NA
"PGEN_.00g134790"	0.00965140919330002	"Scaffold_06"	14288894	14352831	NA	NA	NA	NA	NA
"PGEN_.00g170240"	0.00965140919330002	"Scaffold_08"	5603144	5620287	"P35440"	"TSP2_CHICK"	"Thrombospondin-2"	"GO:0005509; GO:0007155; GO:0008201; GO:0016525; GO:0062023"	"collagen-containing extracellular matrix [GO:0062023]; calcium ion binding [GO:0005509]; heparin binding [GO:0008201]; cell adhesion [GO:0007155]; negative regulation of angiogenesis [GO:0016525]"
"PGEN_.00g030300"	0.0102112634249958	"Scaffold_01"	82861008	82861304	NA	NA	NA	NA	NA
"PGEN_.00g087520"	0.0102112634249958	"Scaffold_04"	22699410	22728829	NA	NA	NA	NA	NA
"PGEN_.00g058070"	0.0103233220701487	"Scaffold_02"	69507709	69507921	NA	NA	NA	NA	NA
"PGEN_.00g321190"	0.0103242817169832	"Scaffold_16"	14739729	14789048	"Q8JZW5"	"SH2D5_MOUSE"	"SH2 domain-containing protein 5"	"GO:0014069; GO:0030054"	"cell junction [GO:0030054]; postsynaptic density [GO:0014069]"
"PGEN_.00g273070"	0.0105824703735313	"Scaffold_13"	36675770	36703003	NA	NA	NA	NA	NA
"PGEN_.00g233470"	0.0107790141979822	"Scaffold_11"	26825231	26833308	NA	NA	NA	NA	NA
"PGEN_.00g333540"	0.0108851843486888	"Scaffold_17"	19207496	19252244	"Q86TI4"	"WDR86_HUMAN"	"WD repeat-containing protein 86"	""	""
"PGEN_.00g267200"	0.0110319371775637	"Scaffold_13"	20811244	20841891	"A6QLA0"	"NFX1_BOVIN"	"Transcriptional repressor NF-X1 (EC 2.3.2.-) (Nuclear transcription factor, X box-binding protein 1)"	"GO:0000122; GO:0000977; GO:0000981; GO:0001227; GO:0005634; GO:0005654; GO:0005730; GO:0005829; GO:0005886; GO:0006355; GO:0008270; GO:0016740; GO:0045347"	"cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; transferase activity [GO:0016740]; zinc ion binding [GO:0008270]; negative regulation of MHC class II biosynthetic process [GO:0045347]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g253780"	0.0112671612037922	"Scaffold_12"	33866129	33892979	"Q8N7Q3"	"ZN676_HUMAN"	"Zinc finger protein 676"	"GO:0003677; GO:0005634; GO:0006355; GO:0046872"	"nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]"
"PGEN_.00g164900"	0.0112684757779409	"Scaffold_07"	33332408	33333028	NA	NA	NA	NA	NA
"PGEN_.00g196380"	0.0113229313282638	"Scaffold_09"	15009763	15015551	NA	NA	NA	NA	NA
"PGEN_.00g173630"	0.0114872846926102	"Scaffold_08"	15559120	15582700	NA	NA	NA	NA	NA
"PGEN_.00g142500"	0.0115297642102904	"Scaffold_06"	34306967	34307269	NA	NA	NA	NA	NA
"PGEN_.00g105220"	0.0115698462646956	"Scaffold_05"	3977691	3978119	NA	NA	NA	NA	NA
"PGEN_.00g271920"	0.0116063854789891	"Scaffold_13"	33547073	33659901	"O42596"	"ADA22_XENLA"	"Disintegrin and metalloproteinase domain-containing protein 22 (ADAM 22) (MDC11.2) (Metalloprotease-disintegrin MDC11b)"	"GO:0004222; GO:0005886; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]"
"PGEN_.00g203210"	0.0116381506779549	"Scaffold_09"	35860456	35860959	NA	NA	NA	NA	NA
"PGEN_.00g022180"	0.0117065980642009	"Scaffold_01"	60331059	60341165	"Q6GNV7"	"DIRC2_XENLA"	"Solute carrier family 49 member 4 homolog (Disrupted in renal carcinoma protein 2 homolog)"	"GO:0005765; GO:0016021; GO:0055085"	"integral component of membrane [GO:0016021]; lysosomal membrane [GO:0005765]; transmembrane transport [GO:0055085]"
"PGEN_.00g179130"	0.0117065980642009	"Scaffold_08"	29733158	29751082	NA	NA	NA	NA	NA
"PGEN_.00g140750"	0.0117130291193866	"Scaffold_06"	28911987	28927659	"A8TX70"	"CO6A5_HUMAN"	"Collagen alpha-5(VI) chain (Collagen alpha-1(XXIX) chain) (von Willebrand factor A domain-containing protein 4)"	"GO:0005576; GO:0005581; GO:0007155; GO:0030020; GO:0062023"	"collagen trimer [GO:0005581]; collagen-containing extracellular matrix [GO:0062023]; extracellular region [GO:0005576]; extracellular matrix structural constituent conferring tensile strength [GO:0030020]; cell adhesion [GO:0007155]"
"PGEN_.00g020710"	0.0117360895646441	"Scaffold_01"	56406454	56420844	"Q13686"	"ALKB1_HUMAN"	"Nucleic acid dioxygenase ALKBH1 (EC 1.14.11.-) (Alkylated DNA repair protein alkB homolog 1) (Alpha-ketoglutarate-dependent dioxygenase ABH1) (DNA 6mA demethylase) (DNA N6-methyl adenine demethylase ALKBH1) (EC 1.14.11.51) (DNA lyase ABH1) (EC 4.2.99.18) (DNA oxidative demethylase ALKBH1) (EC 1.14.11.33) (mRNA N(3)-methylcytidine demethylase) (EC 1.14.11.-)"	"GO:0000049; GO:0001701; GO:0001764; GO:0001890; GO:0002101; GO:0005654; GO:0005719; GO:0005739; GO:0005783; GO:0006281; GO:0006307; GO:0006446; GO:0006448; GO:0008198; GO:0016706; GO:0031175; GO:0035513; GO:0035515; GO:0035516; GO:0042056; GO:0042245; GO:0043524; GO:0048589; GO:0070129; GO:0070579; GO:0070989; GO:0080111; GO:0103053; GO:0140078; GO:1990983; GO:1990984"	"endoplasmic reticulum [GO:0005783]; mitochondrion [GO:0005739]; nuclear euchromatin [GO:0005719]; nucleoplasm [GO:0005654]; 1-ethyladenine demethylase activity [GO:0103053]; 2-oxoglutarate-dependent dioxygenase activity [GO:0016706]; chemoattractant activity [GO:0042056]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; ferrous iron binding [GO:0008198]; methylcytosine dioxygenase activity [GO:0070579]; oxidative DNA demethylase activity [GO:0035516]; oxidative RNA demethylase activity [GO:0035515]; tRNA binding [GO:0000049]; tRNA demethylase activity [GO:1990984]; developmental growth [GO:0048589]; DNA dealkylation involved in DNA repair [GO:0006307]; DNA demethylation [GO:0080111]; DNA repair [GO:0006281]; in utero embryonic development [GO:0001701]; negative regulation of neuron apoptotic process [GO:0043524]; neuron migration [GO:0001764]; neuron projection development [GO:0031175]; oxidative demethylation [GO:0070989]; oxidative RNA demethylation [GO:0035513]; placenta development [GO:0001890]; regulation of mitochondrial translation [GO:0070129]; regulation of translational elongation [GO:0006448]; regulation of translational initiation [GO:0006446]; RNA repair [GO:0042245]; tRNA demethylation [GO:1990983]; tRNA wobble cytosine modification [GO:0002101]"
"PGEN_.00g337050"	0.0117543460699363	"Scaffold_17"	29420454	29462160	"Q7SXP8"	"GMPAB_DANRE"	"Mannose-1-phosphate guanyltransferase alpha-B (EC 2.7.7.13) (GDP-mannose pyrophosphorylase A-B) (GTP-mannose-1-phosphate guanylyltransferase alpha-b)"	"GO:0004475; GO:0005525; GO:0009298"	"GTP binding [GO:0005525]; mannose-1-phosphate guanylyltransferase activity [GO:0004475]; GDP-mannose biosynthetic process [GO:0009298]"
"PGEN_.00g171350"	0.0120295618447838	"Scaffold_08"	8447286	8475295	"Q8R1S4"	"MTSS1_MOUSE"	"Protein MTSS 1 (Metastasis suppressor protein 1) (Missing in metastasis protein)"	"GO:0001701; GO:0003779; GO:0003785; GO:0005102; GO:0005737; GO:0005912; GO:0007009; GO:0007015; GO:0007399; GO:0007517; GO:0010960; GO:0015629; GO:0030041; GO:0030282; GO:0032233; GO:0034334; GO:0042802; GO:0050680; GO:0051015; GO:0061333; GO:0071498; GO:0072102; GO:0072160; GO:0072170; GO:2001013"	"actin cytoskeleton [GO:0015629]; adherens junction [GO:0005912]; cytoplasm [GO:0005737]; actin binding [GO:0003779]; actin filament binding [GO:0051015]; actin monomer binding [GO:0003785]; identical protein binding [GO:0042802]; signaling receptor binding [GO:0005102]; actin filament organization [GO:0007015]; actin filament polymerization [GO:0030041]; adherens junction maintenance [GO:0034334]; bone mineralization [GO:0030282]; cellular response to fluid shear stress [GO:0071498]; epithelial cell proliferation involved in renal tubule morphogenesis [GO:2001013]; glomerulus morphogenesis [GO:0072102]; in utero embryonic development [GO:0001701]; magnesium ion homeostasis [GO:0010960]; metanephric tubule development [GO:0072170]; muscle organ development [GO:0007517]; negative regulation of epithelial cell proliferation [GO:0050680]; nephron tubule epithelial cell differentiation [GO:0072160]; nervous system development [GO:0007399]; plasma membrane organization [GO:0007009]; positive regulation of actin filament bundle assembly [GO:0032233]; renal tubule morphogenesis [GO:0061333]"
"PGEN_.00g207540"	0.0120425098168934	"Scaffold_10"	9296424	9296879	NA	NA	NA	NA	NA
"PGEN_.00g196390"	0.0121114002041063	"Scaffold_09"	15013354	15014999	NA	NA	NA	NA	NA
"PGEN_.00g349440"	0.0121114002041063	"Scaffold_18"	27686936	27710873	NA	NA	NA	NA	NA
"PGEN_.00g119300"	0.012172289985754	"Scaffold_05"	42035290	42045441	"Q641Y2"	"NDUS2_RAT"	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial (EC 1.6.99.3) (EC 7.1.1.2) (Complex I-49kD) (CI-49kD) (NADH-ubiquinone oxidoreductase 49 kDa subunit)"	"GO:0005654; GO:0005747; GO:0006979; GO:0008137; GO:0031625; GO:0042775; GO:0046872; GO:0048038; GO:0051287; GO:0051539"	"mitochondrial respiratory chain complex I [GO:0005747]; nucleoplasm [GO:0005654]; 4 iron, 4 sulfur cluster binding [GO:0051539]; metal ion binding [GO:0046872]; NAD binding [GO:0051287]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; quinone binding [GO:0048038]; ubiquitin protein ligase binding [GO:0031625]; mitochondrial ATP synthesis coupled electron transport [GO:0042775]; response to oxidative stress [GO:0006979]"
