"gene"	"adj.pval.Initial.Treatment"	"adj.pval.treatment"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"scaffold"	"start"	"end"	"uniprot.id"	"uniprot_taxa.id"	"Uniprot.Name"	"GO.IDs"	"GO.Descript"
"PGEN_.00g165230"	1.64194265987014e-191	1.30360143109099e-288	7.16308463251436e-17	0.149076045929011	6.35187090390267e-241	"Scaffold_07"	34059828	34064039	"Q8IWY4"	"SCUB1_HUMAN"	"Signal peptide, CUB and EGF-like domain-containing protein 1"	"GO:0005509; GO:0005615; GO:0005886; GO:0006954; GO:0007512; GO:0007596; GO:0009791; GO:0009897; GO:0009986; GO:0019897; GO:0022617; GO:0042802; GO:0045446; GO:0045880; GO:0046982; GO:0051260"	"cell surface [GO:0009986]; external side of plasma membrane [GO:0009897]; extracellular space [GO:0005615]; extrinsic component of plasma membrane [GO:0019897]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; identical protein binding [GO:0042802]; protein heterodimerization activity [GO:0046982]; adult heart development [GO:0007512]; blood coagulation [GO:0007596]; endothelial cell differentiation [GO:0045446]; extracellular matrix disassembly [GO:0022617]; inflammatory response [GO:0006954]; positive regulation of smoothened signaling pathway [GO:0045880]; post-embryonic development [GO:0009791]; protein homooligomerization [GO:0051260]"
"PGEN_.00g166530"	1.25560824804514e-10	2.2805552933317e-17	0.0321526888992733	0.395181762865409	0.152461687676226	"Scaffold_07"	37881004	37904577	"Q29RK9"	"MOB3B_BOVIN"	"MOB kinase activator 3B (Mob1 homolog 2b) (Mps one binder kinase activator-like 2B)"	"GO:0035330; GO:0046872"	"metal ion binding [GO:0046872]; regulation of hippo signaling [GO:0035330]"
"PGEN_.00g166960"	1.52139603290463e-14	7.10100749510303e-07	0.000959840341251904	0.107070775098729	0.522584192849429	"Scaffold_07"	39517604	39527641	NA	NA	NA	NA	NA
"PGEN_.00g167410"	0.00608953135695683	0.0189160074379778	0.334605391828857	0.0182321562761128	0.00264347143257816	"Scaffold_07"	40269117	40309203	"Q9Y2V3"	"RX_HUMAN"	"Retinal homeobox protein Rx (Retina and anterior neural fold homeobox protein)"	"GO:0000790; GO:0000978; GO:0000981; GO:0001228; GO:0007389; GO:0007601; GO:0021854; GO:0043010; GO:0045944; GO:0060173"	"nuclear chromatin [GO:0000790]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; camera-type eye development [GO:0043010]; hypothalamus development [GO:0021854]; limb development [GO:0060173]; pattern specification process [GO:0007389]; positive regulation of transcription by RNA polymerase II [GO:0045944]; visual perception [GO:0007601]"
"PGEN_.00g167890"	0	6.52829419914431e-49	2.45268185492064e-17	1.93932804459677e-84	8.4071230585641e-36	"Scaffold_07"	41687471	41690284	"Q91755"	"GRIK2_XENLA"	"Glutamate receptor ionotropic, kainate 2 (GluK2) (Glutamate receptor 6) (GluR-6) (GluR6) (Fragment)"	"GO:0005234; GO:0016021; GO:0030054; GO:0038023; GO:0045211"	"cell junction [GO:0030054]; integral component of membrane [GO:0016021]; postsynaptic membrane [GO:0045211]; extracellularly glutamate-gated ion channel activity [GO:0005234]; signaling receptor activity [GO:0038023]"
"PGEN_.00g168070"	1.71394000897893e-44	2.28001361138972e-19	4.29486193136125e-09	6.02933907186275e-08	0.00120077134089839	"Scaffold_07"	42236821	42237171	NA	NA	NA	NA	NA
"PGEN_.00g170010"	0.00240728125219411	1.99995765983845e-08	3.01887444379549e-06	6.31520400987877e-09	1.6544125507889e-06	"Scaffold_08"	5050520	5055437	NA	NA	NA	NA	NA
"PGEN_.00g171020"	3.46830831016221e-06	0.00672857371961113	0.00121301618149069	0.314712926873485	0.699372273757068	"Scaffold_08"	7646702	7649949	"Q9H1P6"	"CT085_HUMAN"	"Uncharacterized protein C20orf85"	""	""
"PGEN_.00g171780"	0.0340175692341988	9.96268008687557e-11	0.0498082912027258	0.0236882280010658	0.0240423426659538	"Scaffold_08"	9763601	9786077	"P97363"	"SPTC2_MOUSE"	"Serine palmitoyltransferase 2 (EC 2.3.1.50) (Long chain base biosynthesis protein 2) (LCB 2) (Long chain base biosynthesis protein 2a) (LCB2a) (Serine-palmitoyl-CoA transferase 2) (SPT 2)"	"GO:0004758; GO:0005739; GO:0006686; GO:0016021; GO:0017059; GO:0030148; GO:0030170; GO:0046511; GO:0046512; GO:0046513; GO:0060612; GO:1904504"	"integral component of membrane [GO:0016021]; mitochondrion [GO:0005739]; serine C-palmitoyltransferase complex [GO:0017059]; pyridoxal phosphate binding [GO:0030170]; serine C-palmitoyltransferase activity [GO:0004758]; adipose tissue development [GO:0060612]; ceramide biosynthetic process [GO:0046513]; positive regulation of lipophagy [GO:1904504]; sphinganine biosynthetic process [GO:0046511]; sphingolipid biosynthetic process [GO:0030148]; sphingomyelin biosynthetic process [GO:0006686]; sphingosine biosynthetic process [GO:0046512]"
"PGEN_.00g175550"	2.49347916299664e-18	7.9464080183836e-12	0.00053117471599388	1.83869424020192e-05	0.000125381056684472	"Scaffold_08"	20144628	20151783	"Q2TAD9"	"CYR1B_XENLA"	"Cysteine and histidine-rich protein 1-B"	"GO:0005737; GO:0008270"	"cytoplasm [GO:0005737]; zinc ion binding [GO:0008270]"
"PGEN_.00g177130"	0.00172994060759745	0.00378154045956433	0.478300781432499	0.309148470895129	0.0144165256197387	"Scaffold_08"	24508625	24619344	NA	NA	NA	NA	NA
"PGEN_.00g178040"	8.10586548832105e-05	0.0390099163239998	0.252631501480873	0.128581276268965	0.010590872506065	"Scaffold_08"	27273100	27296031	"Q8R4E1"	"TIP_RAT"	"T-cell immunomodulatory protein (Protein TIP) (CDA08-like protein) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin)"	"GO:0005576; GO:0005886; GO:0016021"	"extracellular region [GO:0005576]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"
"PGEN_.00g179130"	0.000473007334438506	0.0117065980642009	0.371426289476422	0.715997338269963	0.589882348160278	"Scaffold_08"	29733158	29751082	NA	NA	NA	NA	NA
"PGEN_.00g180330"	0.0204440140751624	0.0320898854510476	0.00120632092729808	0.0376023175259258	0.00352680091078216	"Scaffold_08"	32604271	32628380	NA	NA	NA	NA	NA
"PGEN_.00g183880"	0.00145732620623752	2.13790860129807e-11	2.87810910618014e-05	0.0493469707321806	0.00336523884500384	"Scaffold_08"	41644440	41659729	"P21894"	"SYAC_BOMMO"	"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS)"	"GO:0000049; GO:0004813; GO:0005524; GO:0005737; GO:0006419; GO:0008270"	"cytoplasm [GO:0005737]; alanine-tRNA ligase activity [GO:0004813]; ATP binding [GO:0005524]; tRNA binding [GO:0000049]; zinc ion binding [GO:0008270]; alanyl-tRNA aminoacylation [GO:0006419]"
"PGEN_.00g185010"	2.31685652713087e-06	0.0093514477617836	0.874174473631438	0.801638611461433	0.00197766851946065	"Scaffold_08"	44550419	44563488	"Q8BVI5"	"STX16_MOUSE"	"Syntaxin-16"	"GO:0000139; GO:0000149; GO:0005484; GO:0005737; GO:0005794; GO:0005802; GO:0005829; GO:0006886; GO:0006906; GO:0012505; GO:0016020; GO:0016021; GO:0019905; GO:0030285; GO:0031201; GO:0031985; GO:0042147; GO:0043231; GO:0048278; GO:0048471; GO:0090161"	"cytoplasm [GO:0005737]; cytosol [GO:0005829]; endomembrane system [GO:0012505]; Golgi apparatus [GO:0005794]; Golgi cisterna [GO:0031985]; Golgi membrane [GO:0000139]; integral component of membrane [GO:0016021]; integral component of synaptic vesicle membrane [GO:0030285]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; perinuclear region of cytoplasm [GO:0048471]; SNARE complex [GO:0031201]; trans-Golgi network [GO:0005802]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; syntaxin binding [GO:0019905]; Golgi ribbon formation [GO:0090161]; intracellular protein transport [GO:0006886]; retrograde transport, endosome to Golgi [GO:0042147]; vesicle docking [GO:0048278]; vesicle fusion [GO:0006906]"
"PGEN_.00g186170"	5.10561875463785e-18	2.88310710645434e-10	0.000152777727454789	0.560273421945825	3.36530739239851e-22	"Scaffold_08"	47597455	47626960	"P82251"	"BAT1_HUMAN"	"b(0,+)-type amino acid transporter 1 (b(0,+)AT1) (Glycoprotein-associated amino acid transporter b0,+AT1) (Solute carrier family 7 member 9)"	"GO:0005886; GO:0005887; GO:0006865; GO:0015175; GO:0015179; GO:0015184; GO:0015804; GO:0015811; GO:0016324; GO:0031526; GO:0042605; GO:0050900; GO:0065003"	"apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; L-amino acid transmembrane transporter activity [GO:0015179]; L-cystine transmembrane transporter activity [GO:0015184]; neutral amino acid transmembrane transporter activity [GO:0015175]; peptide antigen binding [GO:0042605]; amino acid transport [GO:0006865]; L-cystine transport [GO:0015811]; leukocyte migration [GO:0050900]; neutral amino acid transport [GO:0015804]; protein-containing complex assembly [GO:0065003]"
"PGEN_.00g186290"	0.000118627749607474	3.84393789529199e-32	2.424822004853e-08	0.452918724860469	1.72518397116572e-08	"Scaffold_08"	47925610	47932879	NA	NA	NA	NA	NA
"PGEN_.00g190430"	4.79928095747583e-11	0.0364839314279374	1.77930535408814e-06	5.43410325293932e-09	7.13161902172786e-10	"Scaffold_08"	59613122	59676228	"O75096"	"LRP4_HUMAN"	"Low-density lipoprotein receptor-related protein 4 (LRP-4) (Multiple epidermal growth factor-like domains 7)"	"GO:0001822; GO:0001942; GO:0005509; GO:0005886; GO:0006897; GO:0009953; GO:0009954; GO:0009986; GO:0014069; GO:0016021; GO:0016055; GO:0030279; GO:0030425; GO:0030971; GO:0031594; GO:0034185; GO:0042475; GO:0042733; GO:0042803; GO:0043025; GO:0044853; GO:0048813; GO:0050731; GO:0050771; GO:0050808; GO:0051124; GO:0051290; GO:0060173; GO:0071340; GO:0090090; GO:0097060; GO:0097104; GO:0097105; GO:0097110; GO:0150094; GO:1901631; GO:1904395"	"cell surface [GO:0009986]; dendrite [GO:0030425]; integral component of membrane [GO:0016021]; neuromuscular junction [GO:0031594]; neuronal cell body [GO:0043025]; plasma membrane [GO:0005886]; plasma membrane raft [GO:0044853]; postsynaptic density [GO:0014069]; synaptic membrane [GO:0097060]; apolipoprotein binding [GO:0034185]; calcium ion binding [GO:0005509]; protein homodimerization activity [GO:0042803]; receptor tyrosine kinase binding [GO:0030971]; scaffold protein binding [GO:0097110]; amyloid-beta clearance by cellular catabolic process [GO:0150094]; dendrite morphogenesis [GO:0048813]; dorsal/ventral pattern formation [GO:0009953]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; hair follicle development [GO:0001942]; kidney development [GO:0001822]; limb development [GO:0060173]; negative regulation of axonogenesis [GO:0050771]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of ossification [GO:0030279]; odontogenesis of dentin-containing tooth [GO:0042475]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of presynaptic membrane organization [GO:1901631]; positive regulation of skeletal muscle acetylcholine-gated channel clustering [GO:1904395]; postsynaptic membrane assembly [GO:0097104]; presynaptic membrane assembly [GO:0097105]; protein heterotetramerization [GO:0051290]; proximal/distal pattern formation [GO:0009954]; skeletal muscle acetylcholine-gated channel clustering [GO:0071340]; synapse organization [GO:0050808]; synaptic growth at neuromuscular junction [GO:0051124]; Wnt signaling pathway [GO:0016055]"
"PGEN_.00g193010"	3.53792493161337e-05	2.37841112884051e-06	0.0218945185535864	4.0588213119892e-05	0.000658117005546438	"Scaffold_09"	4847684	4864676	"Q3UTY6"	"THSD4_MOUSE"	"Thrombospondin type-1 domain-containing protein 4 (A disintegrin and metalloproteinase with thrombospondin motifs-like protein 6) (ADAMTS-like protein 6) (ADAMTSL-6) (ADAMTS-like protein 4) (ADAMTSL-4)"	"GO:0001527; GO:0008233; GO:0031012; GO:0048251"	"extracellular matrix [GO:0031012]; microfibril [GO:0001527]; peptidase activity [GO:0008233]; elastic fiber assembly [GO:0048251]"
"PGEN_.00g193590"	1.6876274940422e-06	7.18394083502794e-11	0.000152777727454789	7.89068560349697e-08	0.00134411207781875	"Scaffold_09"	6762215	6762706	NA	NA	NA	NA	NA
"PGEN_.00g194760"	8.15979816070404e-08	0.00139789674677891	5.41412068299401e-06	0.0440451282486582	3.67956335007468e-05	"Scaffold_09"	10315046	10324136	NA	NA	NA	NA	NA
"PGEN_.00g196380"	0.0138552388766004	0.0113229313282638	0.666643054856335	0.00838805149900421	0.0250051315949692	"Scaffold_09"	15009763	15015551	NA	NA	NA	NA	NA
"PGEN_.00g197680"	1.54553755677654e-11	1.12761794779553e-13	2.17894381511554e-05	0.107026338986361	0.0339146915327743	"Scaffold_09"	19259544	19259813	NA	NA	NA	NA	NA
"PGEN_.00g198010"	1.06345148316959e-94	3.23945442011766e-95	9.63402530249054e-218	5.46259088793741e-250	3.52296354401507e-36	"Scaffold_09"	20195697	20233222	"P05099"	"MATN1_CHICK"	"Cartilage matrix protein (Matrilin-1)"	"GO:0003429; GO:0005201; GO:0005509; GO:0005615; GO:0031012; GO:0062023"	"collagen-containing extracellular matrix [GO:0062023]; extracellular matrix [GO:0031012]; extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; extracellular matrix structural constituent [GO:0005201]; growth plate cartilage chondrocyte morphogenesis [GO:0003429]"
"PGEN_.00g198290"	0.000465411180605376	5.30793545591905e-23	8.18809038911638e-58	0.0393884682004161	0.00478864880122804	"Scaffold_09"	21131080	21133028	NA	NA	NA	NA	NA
"PGEN_.00g203210"	0.00468651193413704	0.0116381506779549	0.0978108315275439	0.617957552254305	0.112551084776802	"Scaffold_09"	35860456	35860959	NA	NA	NA	NA	NA
"PGEN_.00g203340"	0.000500615418118618	0.0170518098508343	0.0102678569790884	0.595098841056656	0.560328397450104	"Scaffold_09"	36039731	36080013	"Q32L09"	"SHFL_BOVIN"	"Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog (SHFL) (Repressor of yield of DENV protein homolog) (RyDEN)"	"GO:0000932; GO:0003723; GO:0005634; GO:0005737; GO:0006449; GO:0034340; GO:0034341; GO:0034342; GO:0043022; GO:0045071; GO:0051607; GO:0075523; GO:1990825; GO:2001125"	"cytoplasm [GO:0005737]; nucleus [GO:0005634]; P-body [GO:0000932]; ribosome binding [GO:0043022]; RNA binding [GO:0003723]; sequence-specific mRNA binding [GO:1990825]; defense response to virus [GO:0051607]; negative regulation of translational frameshifting [GO:2001125]; negative regulation of viral genome replication [GO:0045071]; regulation of translational termination [GO:0006449]; response to interferon-gamma [GO:0034341]; response to type I interferon [GO:0034340]; response to type III interferon [GO:0034342]; viral translational frameshifting [GO:0075523]"
"PGEN_.00g203450"	1.96683247846951e-05	0.00333039093883552	0.114709655281299	0.401787025785492	0.982543468579108	"Scaffold_09"	36210214	36218864	"Q9BV99"	"LRC61_HUMAN"	"Leucine-rich repeat-containing protein 61"	"GO:0005737; GO:0008104; GO:0019901"	"cytoplasm [GO:0005737]; protein kinase binding [GO:0019901]; protein localization [GO:0008104]"
"PGEN_.00g203950"	4.06726035926478e-10	0.0345280950588527	0.175676891304361	0.00158106360536203	0.00253869719920577	"Scaffold_09"	37624601	37626259	NA	NA	NA	NA	NA
"PGEN_.00g204470"	2.24218825314139e-11	4.26148320093131e-10	0.00549463468545281	0.377749450767248	0.854377670021894	"Scaffold_10"	450153	503366	"P41221"	"WNT5A_HUMAN"	"Protein Wnt-5a"	"GO:0000187; GO:0001736; GO:0001756; GO:0001837; GO:0001938; GO:0001947; GO:0002053; GO:0002088; GO:0002741; GO:0003323; GO:0003402; GO:0003408; GO:0003700; GO:0005109; GO:0005115; GO:0005125; GO:0005543; GO:0005576; GO:0005615; GO:0005788; GO:0005796; GO:0005886; GO:0007223; GO:0007257; GO:0007411; GO:0007442; GO:0007494; GO:0008584; GO:0008595; GO:0009986; GO:0010033; GO:0010595; GO:0010628; GO:0010800; GO:0010820; GO:0010976; GO:0016055; GO:0019904; GO:0021891; GO:0030182; GO:0030216; GO:0030324; GO:0030514; GO:0030665; GO:0030666; GO:0030669; GO:0031012; GO:0032092; GO:0032148; GO:0032729; GO:0032755; GO:0033138; GO:0034613; GO:0035567; GO:0036342; GO:0036517; GO:0036518; GO:0038031; GO:0040037; GO:0042060; GO:0042733; GO:0043032; GO:0043066; GO:0043122; GO:0044212; GO:0045080; GO:0045165; GO:0045198; GO:0045599; GO:0045732; GO:0045745; GO:0045766; GO:0045778; GO:0045807; GO:0045836; GO:0045892; GO:0045893; GO:0045944; GO:0048018; GO:0048022; GO:0048146; GO:0048341; GO:0048570; GO:0048706; GO:0048806; GO:0048843; GO:0048850; GO:0050680; GO:0050718; GO:0050727; GO:0050729; GO:0050807; GO:0051092; GO:0051216; GO:0051885; GO:0051964; GO:0060028; GO:0060029; GO:0060065; GO:0060067; GO:0060068; GO:0060070; GO:0060071; GO:0060157; GO:0060324; GO:0060340; GO:0060599; GO:0060638; GO:0060686; GO:0060744; GO:0060750; GO:0060760; GO:0060762; GO:0060775; GO:0060809; GO:0060907; GO:0061024; GO:0061036; GO:0061347; GO:0061348; GO:0061349; GO:0061350; GO:0061354; GO:0062009; GO:0070062; GO:0070245; GO:0071222; GO:0071277; GO:0071300; GO:0071346; GO:0071425; GO:0071560; GO:0072201; GO:0090009; GO:0090037; GO:0090090; GO:0090103; GO:0090179; GO:0090630; GO:0097325; GO:0098794; GO:0098978; GO:0099054; GO:0099068; GO:0099175; GO:0099566; GO:0150012; GO:1900020; GO:1901216; GO:1902379; GO:1902474; GO:1903827; GO:1904469; GO:1904861; GO:1904862; GO:1904934; GO:1904938; GO:1904953; GO:1904955; GO:2000049; GO:2000052; GO:2000484"	"cell surface [GO:0009986]; clathrin-coated endocytic vesicle membrane [GO:0030669]; clathrin-coated vesicle membrane [GO:0030665]; endocytic vesicle membrane [GO:0030666]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; extracellular matrix [GO:0031012]; extracellular region [GO:0005576]; extracellular space [GO:0005615]; glutamatergic synapse [GO:0098978]; Golgi lumen [GO:0005796]; plasma membrane [GO:0005886]; postsynapse [GO:0098794]; chemoattractant activity involved in axon guidance [GO:1902379]; cytokine activity [GO:0005125]; DNA-binding transcription factor activity [GO:0003700]; frizzled binding [GO:0005109]; phospholipid binding [GO:0005543]; protein domain specific binding [GO:0019904]; receptor ligand activity [GO:0048018]; receptor tyrosine kinase-like orphan receptor binding [GO:0005115]; transcription regulatory region DNA binding [GO:0044212]; activation of GTPase activity [GO:0090630]; activation of JUN kinase activity [GO:0007257]; activation of MAPK activity [GO:0000187]; activation of protein kinase B activity [GO:0032148]; anterior/posterior axis specification, embryo [GO:0008595]; axon guidance [GO:0007411]; canonical Wnt signaling pathway [GO:0060070]; cartilage development [GO:0051216]; cell fate commitment [GO:0045165]; cellular protein localization [GO:0034613]; cellular response to calcium ion [GO:0071277]; cellular response to interferon-gamma [GO:0071346]; cellular response to lipopolysaccharide [GO:0071222]; cellular response to retinoic acid [GO:0071300]; cellular response to transforming growth factor beta stimulus [GO:0071560]; cervix development [GO:0060067]; chemoattraction of serotonergic neuron axon [GO:0036517]; chemorepulsion of dopaminergic neuron axon [GO:0036518]; cochlea morphogenesis [GO:0090103]; convergent extension involved in axis elongation [GO:0060028]; convergent extension involved in organogenesis [GO:0060029]; embryonic digit morphogenesis [GO:0042733]; embryonic skeletal system development [GO:0048706]; epithelial cell proliferation involved in mammary gland duct elongation [GO:0060750]; epithelial to mesenchymal transition [GO:0001837]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of planar polarity [GO:0001736]; excitatory synapse assembly [GO:1904861]; face development [GO:0060324]; genitalia development [GO:0048806]; heart looping [GO:0001947]; hematopoietic stem cell proliferation [GO:0071425]; hindgut morphogenesis [GO:0007442]; hypophysis morphogenesis [GO:0048850]; inhibitory synapse assembly [GO:1904862]; keratinocyte differentiation [GO:0030216]; lateral sprouting involved in mammary gland duct morphogenesis [GO:0060599]; lens development in camera-type eye [GO:0002088]; lung development [GO:0030324]; male gonad development [GO:0008584]; mammary gland branching involved in thelarche [GO:0060744]; melanocyte proliferation [GO:0097325]; membrane organization [GO:0061024]; mesenchymal-epithelial cell signaling [GO:0060638]; mesodermal to mesenchymal transition involved in gastrulation [GO:0060809]; midgut development [GO:0007494]; negative regulation of apoptotic process [GO:0043066]; negative regulation of axon extension involved in axon guidance [GO:0048843]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell proliferation in midbrain [GO:1904934]; negative regulation of epithelial cell proliferation [GO:0050680]; negative regulation of fat cell differentiation [GO:0045599]; negative regulation of fibroblast growth factor receptor signaling pathway [GO:0040037]; negative regulation of melanin biosynthetic process [GO:0048022]; negative regulation of mesenchymal cell proliferation [GO:0072201]; negative regulation of prostatic bud formation [GO:0060686]; negative regulation of synapse assembly [GO:0051964]; negative regulation of transcription, DNA-templated [GO:0045892]; neuron differentiation [GO:0030182]; non-canonical Wnt signaling pathway [GO:0035567]; non-canonical Wnt signaling pathway via JNK cascade [GO:0038031]; notochord morphogenesis [GO:0048570]; olfactory bulb interneuron development [GO:0021891]; optic cup formation involved in camera-type eye development [GO:0003408]; paraxial mesoderm formation [GO:0048341]; planar cell polarity pathway involved in axis elongation [GO:0003402]; planar cell polarity pathway involved in axon guidance [GO:1904938]; planar cell polarity pathway involved in cardiac muscle tissue morphogenesis [GO:0061350]; planar cell polarity pathway involved in cardiac right atrium morphogenesis [GO:0061349]; planar cell polarity pathway involved in gastrula mediolateral intercalation [GO:0060775]; planar cell polarity pathway involved in midbrain dopaminergic neuron differentiation [GO:1904955]; planar cell polarity pathway involved in neural tube closure [GO:0090179]; planar cell polarity pathway involved in outflow tract morphogenesis [GO:0061347]; planar cell polarity pathway involved in pericardium morphogenesis [GO:0061354]; planar cell polarity pathway involved in ventricular septum morphogenesis [GO:0061348]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cartilage development [GO:0061036]; positive regulation of cell-cell adhesion mediated by cadherin [GO:2000049]; positive regulation of chemokine biosynthetic process [GO:0045080]; positive regulation of cytokine secretion involved in immune response [GO:0002741]; positive regulation of endocytosis [GO:0045807]; positive regulation of endothelial cell migration [GO:0010595]; positive regulation of endothelial cell proliferation [GO:0001938]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of G protein-coupled receptor signaling pathway [GO:0045745]; positive regulation of gene expression [GO:0010628]; positive regulation of inflammatory response [GO:0050729]; positive regulation of interferon-gamma production [GO:0032729]; positive regulation of interleukin-1 beta secretion [GO:0050718]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of interleukin-8 secretion [GO:2000484]; positive regulation of macrophage activation [GO:0043032]; positive regulation of macrophage cytokine production [GO:0060907]; positive regulation of meiotic nuclear division [GO:0045836]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of neuron death [GO:1901216]; positive regulation of neuron projection arborization [GO:0150012]; positive regulation of neuron projection development [GO:0010976]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical Wnt signaling pathway [GO:2000052]; positive regulation of ossification [GO:0045778]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of peptidyl-threonine phosphorylation [GO:0010800]; positive regulation of protein binding [GO:0032092]; positive regulation of protein catabolic process [GO:0045732]; positive regulation of protein kinase C activity [GO:1900020]; positive regulation of protein kinase C signaling [GO:0090037]; positive regulation of protein localization to synapse [GO:1902474]; positive regulation of response to cytokine stimulus [GO:0060760]; positive regulation of T cell chemotaxis [GO:0010820]; positive regulation of thymocyte apoptotic process [GO:0070245]; positive regulation of timing of anagen [GO:0051885]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of tumor necrosis factor secretion [GO:1904469]; positive regulation of type I interferon-mediated signaling pathway [GO:0060340]; post-anal tail morphogenesis [GO:0036342]; postsynapse assembly [GO:0099068]; presynapse assembly [GO:0099054]; primitive streak formation [GO:0090009]; regulation of branching involved in mammary gland duct morphogenesis [GO:0060762]; regulation of cellular protein localization [GO:1903827]; regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043122]; regulation of inflammatory response [GO:0050727]; regulation of postsynapse organization [GO:0099175]; regulation of postsynaptic cytosolic calcium ion concentration [GO:0099566]; regulation of synapse organization [GO:0050807]; response to organic substance [GO:0010033]; secondary palate development [GO:0062009]; somitogenesis [GO:0001756]; type B pancreatic cell development [GO:0003323]; urinary bladder development [GO:0060157]; uterus development [GO:0060065]; vagina development [GO:0060068]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in midbrain dopaminergic neuron differentiation [GO:1904953]; Wnt signaling pathway, calcium modulating pathway [GO:0007223]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]; wound healing [GO:0042060]"
"PGEN_.00g207530"	6.1601698136971e-05	0.000354461250893313	0.157631197400527	0.614825514472547	1.16237473536675e-08	"Scaffold_10"	9251922	9298180	"P74148"	"Y1388_SYNY3"	"Universal stress protein Sll1388 (USP Sll1388)"	""	""
"PGEN_.00g207540"	0.00353679702664432	0.0120425098168934	0.517377490869675	0.756784363229511	0.000127382019823347	"Scaffold_10"	9296424	9296879	NA	NA	NA	NA	NA
"PGEN_.00g208340"	3.66823287791257e-16	0.00495735816065084	0.826049376922444	0.385578668409229	0.000157075614896076	"Scaffold_10"	10978789	10984277	NA	NA	NA	NA	NA
"PGEN_.00g208420"	6.33276392535785e-32	4.3875201595539e-09	8.33543206526635e-05	0.457042912659821	0.420131144484989	"Scaffold_10"	11112293	11113880	NA	NA	NA	NA	NA
"PGEN_.00g208580"	1.50937435930885e-76	2.06883796864836e-23	1.03072193305284e-38	0.314712926873485	3.84702237578483e-72	"Scaffold_10"	11353032	11413765	"Q3L254"	"WNT7B_CHICK"	"Protein Wnt-7b"	"GO:0005109; GO:0005615; GO:0016055; GO:0021871; GO:0030182; GO:0045165; GO:0046330; GO:0048018; GO:0048144; GO:0060070; GO:0070307; GO:0071300; GO:0072089"	"extracellular space [GO:0005615]; frizzled binding [GO:0005109]; receptor ligand activity [GO:0048018]; canonical Wnt signaling pathway [GO:0060070]; cell fate commitment [GO:0045165]; cellular response to retinoic acid [GO:0071300]; fibroblast proliferation [GO:0048144]; forebrain regionalization [GO:0021871]; lens fiber cell development [GO:0070307]; neuron differentiation [GO:0030182]; positive regulation of JNK cascade [GO:0046330]; stem cell proliferation [GO:0072089]; Wnt signaling pathway [GO:0016055]"
