"","GO.IDs","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","Cat","GO.Slim.Term","TP","gene","uniprot","uniprot_taxa.id"
"989","GO:0009247",0.00268836340066267,0.999942381608558,2,12,"glycolipid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g129780","P61315","G3ST3"
"990","GO:0009247",0.00268836340066267,0.999942381608558,2,12,"glycolipid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g134400","P61315","G3ST3"
"991","GO:0009710",0.00514123699839318,1,1,1,"tropane alkaloid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g279140","P50164","TRN2"
"992","GO:0008610",0.00664407765589026,0.999770679952117,2,13,"lipid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g004840","P54646","AAPK2"
"993","GO:0008610",0.00664407765589026,0.999770679952117,2,13,"lipid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g101840","Q8R197","SAST"
"994","GO:0051792",0.0116520160473794,1,1,1,"medium-chain fatty acid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g101840","Q8R197","SAST"
"995","GO:0006572",0.0120341616948917,1,1,1,"tyrosine catabolic process","BP","P","other metabolic processes","Persistent","PGEN_.00g060400","Q93099","HGD"
"996","GO:0042304",0.015568345354153,1,1,1,"regulation of fatty acid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g004840","P54646","AAPK2"
"997","GO:0006660",0.0199179376540632,0.999900734786256,1,2,"phosphatidylserine catabolic process","BP","P","other metabolic processes","Persistent","PGEN_.00g279730","Q5R6S0","ABHGA"
"998","GO:0070989",0.024840604398155,0.999752970867882,1,5,"oxidative demethylation","BP","P","other metabolic processes","Persistent","PGEN_.00g131030","Q9NXW9","ALKB4"
"999","GO:0006633",0.0253787650895494,0.99811366542253,2,26,"fatty acid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g004840","P54646","AAPK2"
"1000","GO:0006633",0.0253787650895494,0.99811366542253,2,26,"fatty acid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g213500","P9WQE8","PHAS"
"1001","GO:0048022",0.0277453494724824,0.999806609392073,1,2,"negative regulation of melanin biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1002","GO:0006559",0.0298561964862369,0.99966458557925,1,4,"L-phenylalanine catabolic process","BP","P","other metabolic processes","Persistent","PGEN_.00g060400","Q93099","HGD"
"1003","GO:0046511",0.0350645469285077,0.999587423651743,1,3,"sphinganine biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g171780","P97363","SPTC2"
"1004","GO:0008299",0.03651417724632,0.999463661967798,1,5,"isoprenoid biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g273120","O26153","IPK"
"1005","GO:0006686",0.0396424607404883,0.999406164073231,1,4,"sphingomyelin biosynthetic process","BP","P","other metabolic processes","Persistent","PGEN_.00g171780","P97363","SPTC2"
"1006","GO:0052651",0.0406025930433539,0.999335706735796,1,5,"monoacylglycerol catabolic process","BP","P","other metabolic processes","Persistent","PGEN_.00g279730","Q5R6S0","ABHGA"
"1007","GO:0010628",0.0470572703923052,0.988427779759444,4,131,"positive regulation of gene expression","BP","P","other metabolic processes","Persistent","PGEN_.00g149640","Q80YX1","TENA"
"1008","GO:0010628",0.0470572703923052,0.988427779759444,4,131,"positive regulation of gene expression","BP","P","other metabolic processes","Persistent","PGEN_.00g204470","P41221","WNT5A"
"1009","GO:0010628",0.0470572703923052,0.988427779759444,4,131,"positive regulation of gene expression","BP","P","other metabolic processes","Persistent","PGEN_.00g211830","P16056","MET"
"1010","GO:0010628",0.0470572703923052,0.988427779759444,4,131,"positive regulation of gene expression","BP","P","other metabolic processes","Persistent","PGEN_.00g334400","O01761","UNC89"
"231","GO:0050694",0.00619522080932583,0.999363452188707,4,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g129780","P61315","G3ST3"
"232","GO:0050694",0.00619522080932583,0.999363452188707,4,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g135120","P61315","G3ST3"
"233","GO:0050694",0.00619522080932583,0.999363452188707,4,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g134400","P61315","G3ST3"
"234","GO:0050694",0.00619522080932583,0.999363452188707,4,10,"galactose 3-O-sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g237520","P61315","G3ST3"
"235","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g204470","P41221","WNT5A"
"236","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g279210","P81274","GPSM2"
"237","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g332320","Q05084","ICA69"
"238","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g303120","P35601","RFC1"
"239","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g199580","P46935","NEDD4"
"240","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g162260","P17427","AP2A2"
"241","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g123580","Q9QZS7","NPHN"
"242","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g254610","Q925H1","TRPS1"
"243","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g185910","Q9UN37","VPS4A"
"244","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g164170","Q5ZKF5","SKP1"
"245","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g047370","Q01177","PLMN"
"246","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g199100","Q91W86","VPS11"
"247","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g167600","Q3T106","SRSF7"
"248","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g291150","P67868","CSK2B"
"249","GO:0019904",0.00892546739692746,0.996312825472657,15,83,"protein domain specific binding","MF","F","other molecular function","Day10","PGEN_.00g102410","P53367","ARFP1"
"250","GO:0070064",0.00966826527978015,0.998866647076899,4,10,"proline-rich region binding","MF","F","other molecular function","Day10","PGEN_.00g261080","O75400","PR40A"
"251","GO:0070064",0.00966826527978015,0.998866647076899,4,10,"proline-rich region binding","MF","F","other molecular function","Day10","PGEN_.00g100690","Q5HYK7","SH319"
"252","GO:0070064",0.00966826527978015,0.998866647076899,4,10,"proline-rich region binding","MF","F","other molecular function","Day10","PGEN_.00g199580","P46935","NEDD4"
"253","GO:0070064",0.00966826527978015,0.998866647076899,4,10,"proline-rich region binding","MF","F","other molecular function","Day10","PGEN_.00g255960","Q8CGF7","TCRG1"
"254","GO:0004029",0.012213083778035,0.999115803405093,3,6,"aldehyde dehydrogenase (NAD+) activity","MF","F","other molecular function","Day10","PGEN_.00g202150","P81178","ALDH2"
"255","GO:0004029",0.012213083778035,0.999115803405093,3,6,"aldehyde dehydrogenase (NAD+) activity","MF","F","other molecular function","Day10","PGEN_.00g264440","Q9JLJ2","AL9A1"
"256","GO:0004029",0.012213083778035,0.999115803405093,3,6,"aldehyde dehydrogenase (NAD+) activity","MF","F","other molecular function","Day10","PGEN_.00g240840","P11884","ALDH2"
"257","GO:0001733",0.0177763673731238,0.997265968867586,4,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g129780","P61315","G3ST3"
"258","GO:0001733",0.0177763673731238,0.997265968867586,4,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g135120","P61315","G3ST3"
"259","GO:0001733",0.0177763673731238,0.997265968867586,4,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g134400","P61315","G3ST3"
"260","GO:0001733",0.0177763673731238,0.997265968867586,4,13,"galactosylceramide sulfotransferase activity","MF","F","other molecular function","Day10","PGEN_.00g237520","P61315","G3ST3"
"261","GO:0043878",0.0203211706295506,0.99803444066094,3,7,"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","MF","F","other molecular function","Day10","PGEN_.00g202150","P81178","ALDH2"
"262","GO:0043878",0.0203211706295506,0.99803444066094,3,7,"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","MF","F","other molecular function","Day10","PGEN_.00g264440","Q9JLJ2","AL9A1"
"263","GO:0043878",0.0203211706295506,0.99803444066094,3,7,"glyceraldehyde-3-phosphate dehydrogenase (NAD+) (non-phosphorylating) activity","MF","F","other molecular function","Day10","PGEN_.00g240840","P11884","ALDH2"
"264","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g279210","P81274","GPSM2"
"265","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g198820","Q8K4Q6","NEIL1"
"266","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g279500","Q08DF4","DYN1"
"267","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g178980","P22892","AP1G1"
"268","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g333150","Q01320","TOP2A"
"269","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g199580","P46935","NEDD4"
"270","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g185910","Q9UN37","VPS4A"
"271","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g048200","Q96EB6","SIR1"
"272","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g309470","Q9UKV8","AGO2"
"273","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g008040","Q6KCD5","NIPBL"
"274","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g143200","Q61097","KSR1"
"275","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g002750","P49454","CENPF"
"276","GO:0008022",0.0206617618221633,0.991123178698306,13,75,"protein C-terminus binding","MF","F","other molecular function","Day10","PGEN_.00g334530","Q5GIG6","TNI3K"
"277","GO:0047134",0.0239125771576126,0.999218183195639,2,3,"protein-disulfide reductase activity","MF","F","other molecular function","Day10","PGEN_.00g043790","P97346","NXN"
"278","GO:0047134",0.0239125771576126,0.999218183195639,2,3,"protein-disulfide reductase activity","MF","F","other molecular function","Day10","PGEN_.00g133410","Q503L9","NXN"
"279","GO:0008934",0.0258545610288699,0.99911746253693,2,3,"inositol monophosphate 1-phosphatase activity","MF","F","other molecular function","Day10","PGEN_.00g179900","Q5R4X0","IMPA1"
"280","GO:0008934",0.0258545610288699,0.99911746253693,2,3,"inositol monophosphate 1-phosphatase activity","MF","F","other molecular function","Day10","PGEN_.00g255880","Q9Y2H2","SAC2"
"281","GO:0052832",0.0258545610288699,0.99911746253693,2,3,"inositol monophosphate 3-phosphatase activity","MF","F","other molecular function","Day10","PGEN_.00g179900","Q5R4X0","IMPA1"
"282","GO:0052832",0.0258545610288699,0.99911746253693,2,3,"inositol monophosphate 3-phosphatase activity","MF","F","other molecular function","Day10","PGEN_.00g255880","Q9Y2H2","SAC2"
"283","GO:0052833",0.0258545610288699,0.99911746253693,2,3,"inositol monophosphate 4-phosphatase activity","MF","F","other molecular function","Day10","PGEN_.00g179900","Q5R4X0","IMPA1"
"284","GO:0052833",0.0258545610288699,0.99911746253693,2,3,"inositol monophosphate 4-phosphatase activity","MF","F","other molecular function","Day10","PGEN_.00g255880","Q9Y2H2","SAC2"
"285","GO:0043426",0.0267205431278877,0.999071113418532,2,3,"MRF binding","MF","F","other molecular function","Day10","PGEN_.00g052930","O60341","KDM1A"
"286","GO:0043426",0.0267205431278877,0.999071113418532,2,3,"MRF binding","MF","F","other molecular function","Day10","PGEN_.00g083640","Q13887","KLF5"
"287","GO:0048029",0.0285028107339081,0.998972993822052,2,3,"monosaccharide binding","MF","F","other molecular function","Day10","PGEN_.00g058250","Q93092","TALDO"
"288","GO:0048029",0.0285028107339081,0.998972993822052,2,3,"monosaccharide binding","MF","F","other molecular function","Day10","PGEN_.00g312400","P52034","PFKA"
"289","GO:0033613",0.0299746872579029,0.994572077158618,4,13,"activating transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g078630","Q61316","HSP74"
"290","GO:0033613",0.0299746872579029,0.994572077158618,4,13,"activating transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g339370","Q62432","SMAD2"
"291","GO:0033613",0.0299746872579029,0.994572077158618,4,13,"activating transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g345530","Q66T72","PSIP1"
"292","GO:0033613",0.0299746872579029,0.994572077158618,4,13,"activating transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g264510","P83038","HDAC4"
"293","GO:0034185",0.0306848046221557,0.99279502701967,5,19,"apolipoprotein binding","MF","F","other molecular function","Day10","PGEN_.00g190430","O75096","LRP4"
"294","GO:0034185",0.0306848046221557,0.99279502701967,5,19,"apolipoprotein binding","MF","F","other molecular function","Day10","PGEN_.00g023480","Q91ZX7","LRP1"
"295","GO:0034185",0.0306848046221557,0.99279502701967,5,19,"apolipoprotein binding","MF","F","other molecular function","Day10","PGEN_.00g010610","O75581","LRP6"
"296","GO:0034185",0.0306848046221557,0.99279502701967,5,19,"apolipoprotein binding","MF","F","other molecular function","Day10","PGEN_.00g047370","Q01177","PLMN"
"297","GO:0034185",0.0306848046221557,0.99279502701967,5,19,"apolipoprotein binding","MF","F","other molecular function","Day10","PGEN_.00g305540","P35953","VLDLR"
"298","GO:0001085",0.0336726016210038,0.993671050277008,4,13,"RNA polymerase II transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g052930","O60341","KDM1A"
"299","GO:0001085",0.0336726016210038,0.993671050277008,4,13,"RNA polymerase II transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g078630","Q61316","HSP74"
"300","GO:0001085",0.0336726016210038,0.993671050277008,4,13,"RNA polymerase II transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g264510","P83038","HDAC4"
"301","GO:0001085",0.0336726016210038,0.993671050277008,4,13,"RNA polymerase II transcription factor binding","MF","F","other molecular function","Day10","PGEN_.00g321930","Q62901","RERE"
"302","GO:0008474",0.0345354905061209,0.995439566094732,3,9,"palmitoyl-(protein) hydrolase activity","MF","F","other molecular function","Day10","PGEN_.00g277400","Q6PCJ9","PPT2A"
"303","GO:0008474",0.0345354905061209,0.995439566094732,3,9,"palmitoyl-(protein) hydrolase activity","MF","F","other molecular function","Day10","PGEN_.00g200910","Q5ZJ01","AB17B"
"304","GO:0008474",0.0345354905061209,0.995439566094732,3,9,"palmitoyl-(protein) hydrolase activity","MF","F","other molecular function","Day10","PGEN_.00g277570","Q6PCJ9","PPT2A"
"305","GO:0016936",0.035528061463586,0.997980354223767,2,4,"galactoside binding","MF","F","other molecular function","Day10","PGEN_.00g079760","P23780","BGAL"
"306","GO:0016936",0.035528061463586,0.997980354223767,2,4,"galactoside binding","MF","F","other molecular function","Day10","PGEN_.00g082240","P51569","AGAL"
"307","GO:0030548",0.0455480019458308,0.997023931270398,2,4,"acetylcholine receptor regulator activity","MF","F","other molecular function","Day10","PGEN_.00g327330","P31696","AGRIN"
"308","GO:0030548",0.0455480019458308,0.997023931270398,2,4,"acetylcholine receptor regulator activity","MF","F","other molecular function","Day10","PGEN_.00g253040","P49354","FNTA"
"309","GO:0004758",0.0476758436398559,0.996803363471207,2,4,"serine C-palmitoyltransferase activity","MF","F","other molecular function","Day10","PGEN_.00g171780","P97363","SPTC2"
"310","GO:0004758",0.0476758436398559,0.996803363471207,2,4,"serine C-palmitoyltransferase activity","MF","F","other molecular function","Day10","PGEN_.00g007540","Q5R9T5","SPTC1"
"311","GO:0004518",0.0498172222242867,0.983926503224277,6,33,"nuclease activity","MF","F","other molecular function","Day10","PGEN_.00g312690","Q6AZB8","HARB1"
"312","GO:0004518",0.0498172222242867,0.983926503224277,6,33,"nuclease activity","MF","F","other molecular function","Day10","PGEN_.00g130160","Q8BR93","HARB1"
"313","GO:0004518",0.0498172222242867,0.983926503224277,6,33,"nuclease activity","MF","F","other molecular function","Day10","PGEN_.00g082390","Q8BR93","HARB1"
"314","GO:0004518",0.0498172222242867,0.983926503224277,6,33,"nuclease activity","MF","F","other molecular function","Day10","PGEN_.00g061770","Q6AZB8","HARB1"
"315","GO:0004518",0.0498172222242867,0.983926503224277,6,33,"nuclease activity","MF","F","other molecular function","Day10","PGEN_.00g296380","Q6AZB8","HARB1"
"316","GO:0004518",0.0498172222242867,0.983926503224277,6,33,"nuclease activity","MF","F","other molecular function","Day10","PGEN_.00g284530","Q8R3W5","SEN15"
"452","GO:0010314",0.00667324603469701,0.99982119795513,2,5,"phosphatidylinositol-5-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g329100","Q80UK0","SESD1"
"453","GO:0010314",0.00667324603469701,0.99982119795513,2,5,"phosphatidylinositol-5-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g127530","Q9Z1L4","XLRS1"
"454","GO:0043325",0.00758121517793576,0.999406724408046,3,11,"phosphatidylinositol-3,4-bisphosphate binding","MF","F","other molecular function","Day135","PGEN_.00g329100","Q80UK0","SESD1"
"455","GO:0043325",0.00758121517793576,0.999406724408046,3,11,"phosphatidylinositol-3,4-bisphosphate binding","MF","F","other molecular function","Day135","PGEN_.00g343270","P54939","TLN1"
"456","GO:0043325",0.00758121517793576,0.999406724408046,3,11,"phosphatidylinositol-3,4-bisphosphate binding","MF","F","other molecular function","Day135","PGEN_.00g127530","Q9Z1L4","XLRS1"
"457","GO:0004652",0.0083087161090071,0.999750393425067,2,5,"polynucleotide adenylyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g017640","Q6PCL9","PAPOG"
"458","GO:0004652",0.0083087161090071,0.999750393425067,2,5,"polynucleotide adenylyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g179200","Q68ED3","PAPD5"
"459","GO:0080025",0.0120700327798155,0.998820151265877,3,14,"phosphatidylinositol-3,5-bisphosphate binding","MF","F","other molecular function","Day135","PGEN_.00g329100","Q80UK0","SESD1"
"460","GO:0080025",0.0120700327798155,0.998820151265877,3,14,"phosphatidylinositol-3,5-bisphosphate binding","MF","F","other molecular function","Day135","PGEN_.00g343270","P54939","TLN1"
"461","GO:0080025",0.0120700327798155,0.998820151265877,3,14,"phosphatidylinositol-3,5-bisphosphate binding","MF","F","other molecular function","Day135","PGEN_.00g127530","Q9Z1L4","XLRS1"
"462","GO:0045295",0.0138928523319416,0.998514204153472,3,18,"gamma-catenin binding","MF","F","other molecular function","Day135","PGEN_.00g101900","P35822","PTPRK"
"463","GO:0045295",0.0138928523319416,0.998514204153472,3,18,"gamma-catenin binding","MF","F","other molecular function","Day135","PGEN_.00g240170","Q99M80","PTPRT"
"464","GO:0045295",0.0138928523319416,0.998514204153472,3,18,"gamma-catenin binding","MF","F","other molecular function","Day135","PGEN_.00g093280","Q15262","PTPRK"
"465","GO:0033819",0.0215344244765181,1,1,1,"lipoyl(octanoyl) transferase activity","MF","F","other molecular function","Day135","PGEN_.00g236910","Q9VN27","LIPT2"
"466","GO:0032795",0.0215344244765181,1,1,1,"heterotrimeric G-protein binding","MF","F","other molecular function","Day135","PGEN_.00g102230","Q9R1K9","CETN2"
"467","GO:0047560",0.0215344301496066,1,1,1,"3-dehydrosphinganine reductase activity","MF","F","other molecular function","Day135","PGEN_.00g178150","Q06136","KDSR"
"468","GO:0050358",0.0215347684234734,1,1,1,"tropinone reductase activity","MF","F","other molecular function","Day135","PGEN_.00g279140","P50164","TRN2"
"469","GO:0004092",0.0215914916652164,1,1,1,"carnitine O-acetyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g294230","Q704S8","CACP"
"470","GO:0003960",0.0216342849379815,1,1,1,"NADPH:quinone reductase activity","MF","F","other molecular function","Day135","PGEN_.00g279720","O97764","QOR"
"471","GO:0070224",0.0267556766694274,1,1,1,"sulfide:quinone oxidoreductase activity","MF","F","other molecular function","Day135","PGEN_.00g150990","Q9Y6N5","SQOR"
"472","GO:0004123",0.0305235522037138,1,1,1,"cystathionine gamma-lyase activity","MF","F","other molecular function","Day135","PGEN_.00g186780","Q58DW2","CGL"
"473","GO:0016846",0.0305235522037138,1,1,1,"carbon-sulfur lyase activity","MF","F","other molecular function","Day135","PGEN_.00g186780","Q58DW2","CGL"
"474","GO:0044540",0.0305235522037138,1,1,1,"L-cystine L-cysteine-lyase (deaminating)","MF","F","other molecular function","Day135","PGEN_.00g186780","Q58DW2","CGL"
"475","GO:0004055",0.0308391659152597,1,1,1,"argininosuccinate synthase activity","MF","F","other molecular function","Day135","PGEN_.00g279150","Q11D10","ASSY"
"476","GO:0070568",0.0323020558982373,1,1,1,"guanylyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g179200","Q68ED3","PAPD5"
"477","GO:0004411",0.0330556674961615,1,1,1,"homogentisate 1,2-dioxygenase activity","MF","F","other molecular function","Day135","PGEN_.00g060400","Q93099","HGD"
"478","GO:0008897",0.0335879226793047,1,1,1,"holo-[acyl-carrier-protein] synthase activity","MF","F","other molecular function","Day135","PGEN_.00g078480","Q6DJH2","ADPPT"
"479","GO:0004617",0.0338489029182761,1,1,1,"phosphoglycerate dehydrogenase activity","MF","F","other molecular function","Day135","PGEN_.00g273600","O08651","SERA"
"480","GO:0032266",0.0364202419399308,0.994303197114928,3,20,"phosphatidylinositol-3-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g329100","Q80UK0","SESD1"
"481","GO:0032266",0.0364202419399308,0.994303197114928,3,20,"phosphatidylinositol-3-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g192760","Q96L92","SNX27"
"482","GO:0032266",0.0364202419399308,0.994303197114928,3,20,"phosphatidylinositol-3-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g127530","Q9Z1L4","XLRS1"
"483","GO:0070273",0.0366568049566221,0.996974312763188,2,10,"phosphatidylinositol-4-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g329100","Q80UK0","SESD1"
"484","GO:0070273",0.0366568049566221,0.996974312763188,2,10,"phosphatidylinositol-4-phosphate binding","MF","F","other molecular function","Day135","PGEN_.00g127530","Q9Z1L4","XLRS1"
"485","GO:0008061",0.040377927292897,0.993181932980366,3,31,"chitin binding","MF","F","other molecular function","Day135","PGEN_.00g031560","Q95LU3","FBCD1"
"486","GO:0008061",0.040377927292897,0.993181932980366,3,31,"chitin binding","MF","F","other molecular function","Day135","PGEN_.00g101850","Q6AX44","FBCDA"
"487","GO:0008061",0.040377927292897,0.993181932980366,3,31,"chitin binding","MF","F","other molecular function","Day135","PGEN_.00g312900","Q6AX44","FBCDA"
"488","GO:0005502",0.0426061698804681,0.999537319584266,1,2,"11-cis retinal binding","MF","F","other molecular function","Day135","PGEN_.00g072260","Q5XXP2","OPN4"
"489","GO:0008940",0.0426064462620249,0.999537313515321,1,2,"nitrate reductase activity","MF","F","other molecular function","Day135","PGEN_.00g028020","Q1LZH1","MARC2"
"490","GO:0000010",0.0426566374303885,0.999536210714184,1,2,"trans-hexaprenyltranstransferase activity","MF","F","other molecular function","Day135","PGEN_.00g069590","Q5U2R1","DLP1"
"491","GO:0050347",0.0426566374303885,0.999536210714184,1,2,"trans-octaprenyltranstransferase activity","MF","F","other molecular function","Day135","PGEN_.00g069590","Q5U2R1","DLP1"
"492","GO:0008374",0.044033999127036,0.999505423318631,1,2,"O-acyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g169510","Q8NCC3","PAG15"
"493","GO:0008425",0.0444127057150346,0.999496780910902,1,2,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g108510","B0KTX4","UBIG"
"494","GO:0008689",0.0444127057150346,0.999496780910902,1,2,"3-demethylubiquinone-9 3-O-methyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g108510","B0KTX4","UBIG"
"495","GO:0008139",0.046289520975523,0.995528109861444,2,12,"nuclear localization sequence binding","MF","F","other molecular function","Day135","PGEN_.00g329020","P70168","IMB1"
"496","GO:0008139",0.046289520975523,0.995528109861444,2,12,"nuclear localization sequence binding","MF","F","other molecular function","Day135","PGEN_.00g002480","Q8BFY9","TNPO1"
"497","GO:0052899",0.0464759729867295,1,1,1,"N(1),N(12)-diacetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF","F","other molecular function","Day135","PGEN_.00g243110","Q6QHF9","PAOX"
"498","GO:0052902",0.0464759729867295,1,1,1,"spermidine:oxygen oxidoreductase (3-aminopropanal-forming) activity","MF","F","other molecular function","Day135","PGEN_.00g243110","Q6QHF9","PAOX"
"499","GO:0052903",0.0464759729867295,1,1,1,"N1-acetylspermine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF","F","other molecular function","Day135","PGEN_.00g243110","Q6QHF9","PAOX"
"500","GO:0052904",0.0464759729867295,1,1,1,"N1-acetylspermidine:oxygen oxidoreductase (3-acetamidopropanal-forming) activity","MF","F","other molecular function","Day135","PGEN_.00g243110","Q6QHF9","PAOX"
"501","GO:0030791",0.0468342057367842,0.999439707562189,1,2,"arsenite methyltransferase activity","MF","F","other molecular function","Day135","PGEN_.00g091750","Q8VHT6","AS3MT"
"502","GO:0016758",0.0469442830192792,1,1,1,"transferase activity, transferring hexosyl groups","MF","F","other molecular function","Day135","PGEN_.00g171650","Q66IJ4","PIGM"
"503","GO:0005507",0.0478868879820118,0.988282952959724,4,52,"copper ion binding","MF","F","other molecular function","Day135","PGEN_.00g283380","Q9XTQ6","TBH1"
"504","GO:0005507",0.0478868879820118,0.988282952959724,4,52,"copper ion binding","MF","F","other molecular function","Day135","PGEN_.00g279740","Q5TZ24","MOXD1"
"505","GO:0005507",0.0478868879820118,0.988282952959724,4,52,"copper ion binding","MF","F","other molecular function","Day135","PGEN_.00g206240","J9VY90","LAC1"
"506","GO:0005507",0.0478868879820118,0.988282952959724,4,52,"copper ion binding","MF","F","other molecular function","Day135","PGEN_.00g027930","Q2M2S5","COA6"
"507","GO:0050700",0.0493779987589912,1,1,1,"CARD domain binding","MF","F","other molecular function","Day135","PGEN_.00g045860","Q8CIS0","CAR11"
