"","gene","GO.Slim.Term","adj.pval.Initial.Treatment","scaffold","start","end","uniprot.id","uniprot_taxa.id","Uniprot.Name","GO.IDs","GO.Descript"
"199","PGEN_.00g289750","other biological processes",0.0256308851369217,"Scaffold_14",31239007,31241820,"Q9R186","TRPV6_RAT","Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2)","GO:0005216; GO:0005227; GO:0005262; GO:0005516; GO:0005623; GO:0005886; GO:0005887; GO:0006816; GO:0016324; GO:0035898; GO:0042802; GO:0046872; GO:0051289; GO:0051592; GO:0055074; GO:0070509; GO:0070588; GO:0098703","apical plasma membrane [GO:0016324]; cell [GO:0005623]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; calcium activated cation channel activity [GO:0005227]; calcium channel activity [GO:0005262]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; ion channel activity [GO:0005216]; metal ion binding [GO:0046872]; calcium ion homeostasis [GO:0055074]; calcium ion import [GO:0070509]; calcium ion import across plasma membrane [GO:0098703]; calcium ion transmembrane transport [GO:0070588]; calcium ion transport [GO:0006816]; parathyroid hormone secretion [GO:0035898]; protein homotetramerization [GO:0051289]; response to calcium ion [GO:0051592]"
"200","PGEN_.00g290410","other biological processes",0.0128870093966177,"Scaffold_14",32694789,32698350,"Q9P2D7","DYH1_HUMAN","Dynein heavy chain 1, axonemal (Axonemal beta dynein heavy chain 1) (Ciliary dynein heavy chain 1) (Heat shock regulated protein 1) (HSRF-1) (hDHC7)","GO:0003341; GO:0003351; GO:0003777; GO:0005524; GO:0005576; GO:0005858; GO:0005874; GO:0005930; GO:0007018; GO:0007288; GO:0008569; GO:0030286; GO:0030317; GO:0036126; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060285; GO:0060294","axonemal dynein complex [GO:0005858]; axoneme [GO:0005930]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; inner dynein arm [GO:0036156]; microtubule [GO:0005874]; sperm flagellum [GO:0036126]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; microtubule motor activity [GO:0003777]; cilium movement [GO:0003341]; cilium movement involved in cell motility [GO:0060294]; cilium-dependent cell motility [GO:0060285]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; flagellated sperm motility [GO:0030317]; inner dynein arm assembly [GO:0036159]; microtubule-based movement [GO:0007018]; sperm axoneme assembly [GO:0007288]"
"201","PGEN_.00g291150","other biological processes",0.0458093798495015,"Scaffold_14",34299689,34312447,"P67868","CSK2B_BOVIN","Casein kinase II subunit beta (CK II beta) (Phosvitin)","GO:0003682; GO:0004674; GO:0005102; GO:0005737; GO:0005886; GO:0005956; GO:0008134; GO:0010862; GO:0016055; GO:0018107; GO:0019887; GO:0019904; GO:0031519; GO:0032927; GO:0033211; GO:0042325; GO:0042802; GO:0043537; GO:0046719; GO:0046872; GO:0050792; GO:0061154","cytoplasm [GO:0005737]; PcG protein complex [GO:0031519]; plasma membrane [GO:0005886]; protein kinase CK2 complex [GO:0005956]; chromatin binding [GO:0003682]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; protein domain specific binding [GO:0019904]; protein kinase regulator activity [GO:0019887]; protein serine/threonine kinase activity [GO:0004674]; signaling receptor binding [GO:0005102]; transcription factor binding [GO:0008134]; adiponectin-activated signaling pathway [GO:0033211]; endothelial tube morphogenesis [GO:0061154]; negative regulation of blood vessel endothelial cell migration [GO:0043537]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of activin receptor signaling pathway [GO:0032927]; positive regulation of pathway-restricted SMAD protein phosphorylation [GO:0010862]; regulation by virus of viral protein levels in host cell [GO:0046719]; regulation of phosphorylation [GO:0042325]; regulation of viral process [GO:0050792]; Wnt signaling pathway [GO:0016055]"
"202","PGEN_.00g291910","other biological processes",7.59354194203148e-83,"Scaffold_14",35949839,35966065,"Q4PJX1","ODR4_MOUSE","Protein odr-4 homolog (mODR-4)","GO:0008104; GO:0016021","integral component of membrane [GO:0016021]; protein localization [GO:0008104]"
"203","PGEN_.00g299380","other biological processes",5.01811854043619e-05,"Scaffold_15",6117129,6186123,"C0HL13","LRP2_PIG","Low-density lipoprotein receptor-related protein 2 (LRP-2) (Glycoprotein 330) (gp330) (Megalin)","GO:0001702; GO:0001843; GO:0002076; GO:0003139; GO:0003148; GO:0003223; GO:0005509; GO:0005886; GO:0005905; GO:0006898; GO:0007605; GO:0008144; GO:0008584; GO:0009897; GO:0009952; GO:0016021; GO:0016324; GO:0017124; GO:0017147; GO:0030001; GO:0030424; GO:0030425; GO:0030514; GO:0031526; GO:0031904; GO:0042632; GO:0042813; GO:0043235; GO:0045944; GO:0046849; GO:0048539; GO:0050769; GO:0051087; GO:0060068; GO:0060070; GO:0060349; GO:0060444; GO:0060612; GO:0060982; GO:0061156; GO:0061178; GO:0061304; GO:0070447; GO:0140058; GO:1904447; GO:1905167","apical plasma membrane [GO:0016324]; axon [GO:0030424]; brush border membrane [GO:0031526]; clathrin-coated pit [GO:0005905]; dendrite [GO:0030425]; endosome lumen [GO:0031904]; external side of plasma membrane [GO:0009897]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; receptor complex [GO:0043235]; calcium ion binding [GO:0005509]; chaperone binding [GO:0051087]; drug binding [GO:0008144]; SH3 domain binding [GO:0017124]; Wnt-activated receptor activity [GO:0042813]; Wnt-protein binding [GO:0017147]; adipose tissue development [GO:0060612]; anterior/posterior pattern specification [GO:0009952]; bone marrow development [GO:0048539]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; cholesterol homeostasis [GO:0042632]; coronary artery morphogenesis [GO:0060982]; folate import across plasma membrane [GO:1904447]; gastrulation with mouth forming second [GO:0001702]; male gonad development [GO:0008584]; metal ion transport [GO:0030001]; negative regulation of BMP signaling pathway [GO:0030514]; neural tube closure [GO:0001843]; neuron projection arborization [GO:0140058]; osteoblast development [GO:0002076]; outflow tract septum morphogenesis [GO:0003148]; positive regulation of lysosomal protein catabolic process [GO:1905167]; positive regulation of neurogenesis [GO:0050769]; positive regulation of oligodendrocyte progenitor proliferation [GO:0070447]; positive regulation of transcription by RNA polymerase II [GO:0045944]; pulmonary artery morphogenesis [GO:0061156]; receptor-mediated endocytosis [GO:0006898]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; retinal blood vessel morphogenesis [GO:0061304]; secondary heart field specification [GO:0003139]; sensory perception of sound [GO:0007605]; vagina development [GO:0060068]; ventricular compact myocardium morphogenesis [GO:0003223]"
"204","PGEN_.00g300060","other biological processes",3.30083873493427e-08,"Scaffold_15",7459230,7474370,"D8VNS7","FCNV1_CERRY","Ryncolin-1","GO:0005576; GO:0009405; GO:0090729","extracellular region [GO:0005576]; toxin activity [GO:0090729]; pathogenesis [GO:0009405]"
"205","PGEN_.00g303220","other biological processes",0.0105863899607125,"Scaffold_15",15332183,15339159,"P0DPH7","TBA3C_HUMAN","Tubulin alpha-3C chain (Alpha-tubulin 2) (Alpha-tubulin 3C) (Tubulin alpha-2 chain) [Cleaved into: Detyrosinated tubulin alpha-3C chain]","GO:0003924; GO:0005200; GO:0005525; GO:0005634; GO:0005737; GO:0005874; GO:0007017","cytoplasm [GO:0005737]; microtubule [GO:0005874]; nucleus [GO:0005634]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
"206","PGEN_.00g304170","other biological processes",8.54123496248037e-05,"Scaffold_15",18153244,18175524,"Q9NSC2","SALL1_HUMAN","Sal-like protein 1 (Spalt-like transcription factor 1) (Zinc finger protein 794) (Zinc finger protein SALL1) (Zinc finger protein Spalt-1) (HSal1) (Sal-1)","GO:0000122; GO:0000792; GO:0000978; GO:0001227; GO:0001657; GO:0001658; GO:0001822; GO:0003281; GO:0003337; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0006355; GO:0007507; GO:0008013; GO:0008406; GO:0010369; GO:0021553; GO:0021889; GO:0021983; GO:0030177; GO:0030325; GO:0031129; GO:0035019; GO:0042473; GO:0042733; GO:0045892; GO:0045893; GO:0045944; GO:0046872; GO:0048566; GO:0060173; GO:0061034; GO:0072073; GO:0072092","chromocenter [GO:0010369]; cytoplasm [GO:0005737]; heterochromatin [GO:0000792]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; beta-catenin binding [GO:0008013]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; metal ion binding [GO:0046872]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; adrenal gland development [GO:0030325]; branching involved in ureteric bud morphogenesis [GO:0001658]; embryonic digestive tract development [GO:0048566]; embryonic digit morphogenesis [GO:0042733]; gonad development [GO:0008406]; heart development [GO:0007507]; inductive cell-cell signaling [GO:0031129]; kidney development [GO:0001822]; kidney epithelium development [GO:0072073]; limb development [GO:0060173]; mesenchymal to epithelial transition involved in metanephros morphogenesis [GO:0003337]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; olfactory bulb interneuron differentiation [GO:0021889]; olfactory bulb mitral cell layer development [GO:0061034]; olfactory nerve development [GO:0021553]; outer ear morphogenesis [GO:0042473]; pituitary gland development [GO:0021983]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of Wnt signaling pathway [GO:0030177]; regulation of transcription, DNA-templated [GO:0006355]; somatic stem cell population maintenance [GO:0035019]; ureteric bud development [GO:0001657]; ureteric bud invasion [GO:0072092]; ventricular septum development [GO:0003281]"
"207","PGEN_.00g305220","other biological processes",0.000156655683479181,"Scaffold_15",20683212,20731935,"P33450","FAT_DROME","Cadherin-related tumor suppressor (Protein fat) [Cleaved into: Ft-mito]","GO:0001736; GO:0001737; GO:0005509; GO:0005739; GO:0005886; GO:0005887; GO:0007156; GO:0007157; GO:0007164; GO:0007446; GO:0007447; GO:0007476; GO:0008285; GO:0009888; GO:0010629; GO:0016021; GO:0016324; GO:0016327; GO:0016336; GO:0016339; GO:0017022; GO:0032880; GO:0035159; GO:0035209; GO:0035220; GO:0035332; GO:0040008; GO:0042067; GO:0043065; GO:0044331; GO:0045198; GO:0045296; GO:0045317; GO:0045570; GO:0045571; GO:0045926; GO:0046621; GO:0048105; GO:0060071; GO:0090176; GO:0090251; GO:0098609","apical plasma membrane [GO:0016324]; apicolateral plasma membrane [GO:0016327]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; mitochondrion [GO:0005739]; plasma membrane [GO:0005886]; cadherin binding [GO:0045296]; calcium ion binding [GO:0005509]; myosin binding [GO:0017022]; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0016339]; cell-cell adhesion [GO:0098609]; cell-cell adhesion mediated by cadherin [GO:0044331]; equator specification [GO:0045317]; establishment of body hair planar orientation [GO:0048105]; establishment of epithelial cell apical/basal polarity [GO:0045198]; establishment of imaginal disc-derived wing hair orientation [GO:0001737]; establishment of ommatidial planar polarity [GO:0042067]; establishment of planar polarity [GO:0001736]; establishment of tissue polarity [GO:0007164]; establishment or maintenance of polarity of larval imaginal disc epithelium [GO:0016336]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]; imaginal disc growth [GO:0007446]; imaginal disc pattern formation [GO:0007447]; imaginal disc-derived wing morphogenesis [GO:0007476]; microtubule cytoskeleton organization involved in establishment of planar polarity [GO:0090176]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of gene expression [GO:0010629]; negative regulation of growth [GO:0045926]; negative regulation of imaginal disc growth [GO:0045571]; negative regulation of organ growth [GO:0046621]; positive regulation of apoptotic process [GO:0043065]; positive regulation of hippo signaling [GO:0035332]; protein localization involved in establishment of planar polarity [GO:0090251]; pupal development [GO:0035209]; regulation of growth [GO:0040008]; regulation of imaginal disc growth [GO:0045570]; regulation of protein localization [GO:0032880]; regulation of tube length, open tracheal system [GO:0035159]; tissue development [GO:0009888]; wing disc development [GO:0035220]; Wnt signaling pathway, planar cell polarity pathway [GO:0060071]"
"208","PGEN_.00g305240","other biological processes",0.00164122472593594,"Scaffold_15",20769256,20774120,"P18258","TBA1_PARLI","Tubulin alpha-1 chain","GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
"209","PGEN_.00g306720","other biological processes",0.00018721838715814,"Scaffold_15",23983947,24036491,"Q8CEE6","PASK_MOUSE","PAS domain-containing serine/threonine-protein kinase (PAS-kinase) (PASKIN) (EC 2.7.11.1)","GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0006468; GO:0035091; GO:0035556; GO:0043576; GO:0045719; GO:0046777; GO:0070092; GO:0097009","cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleus [GO:0005634]; ATP binding [GO:0005524]; phosphatidylinositol binding [GO:0035091]; protein serine/threonine kinase activity [GO:0004674]; energy homeostasis [GO:0097009]; intracellular signal transduction [GO:0035556]; negative regulation of glycogen biosynthetic process [GO:0045719]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of glucagon secretion [GO:0070092]; regulation of respiratory gaseous exchange [GO:0043576]"
"210","PGEN_.00g309030","other biological processes",1.62873157562572e-37,"Scaffold_15",30403444,30487440,"Q2PC93","SSPO_CHICK","SCO-spondin","GO:0005615; GO:0007155; GO:0007399; GO:0030154","extracellular space [GO:0005615]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]"
"211","PGEN_.00g309060","other biological processes",1.16118626767995e-18,"Scaffold_15",30631784,30685976,"Q2PC93","SSPO_CHICK","SCO-spondin","GO:0005615; GO:0007155; GO:0007399; GO:0030154","extracellular space [GO:0005615]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; nervous system development [GO:0007399]"
"212","PGEN_.00g309800","other biological processes",0.030292685510722,"Scaffold_15",32438370,32567442,"Q9EQW7","KI13A_MOUSE","Kinesin-like protein KIF13A","GO:0003777; GO:0005524; GO:0005623; GO:0005813; GO:0005871; GO:0005874; GO:0006886; GO:0007018; GO:0007049; GO:0008017; GO:0008333; GO:0010008; GO:0016887; GO:0030496; GO:0032438; GO:0032465; GO:0032588; GO:0035459; GO:0043001; GO:0051301; GO:0072383","cell [GO:0005623]; centrosome [GO:0005813]; endosome membrane [GO:0010008]; kinesin complex [GO:0005871]; microtubule [GO:0005874]; midbody [GO:0030496]; trans-Golgi network membrane [GO:0032588]; ATP binding [GO:0005524]; ATPase activity [GO:0016887]; microtubule binding [GO:0008017]; microtubule motor activity [GO:0003777]; cell cycle [GO:0007049]; cell division [GO:0051301]; endosome to lysosome transport [GO:0008333]; Golgi to plasma membrane protein transport [GO:0043001]; intracellular protein transport [GO:0006886]; melanosome organization [GO:0032438]; microtubule-based movement [GO:0007018]; plus-end-directed vesicle transport along microtubule [GO:0072383]; regulation of cytokinesis [GO:0032465]; vesicle cargo loading [GO:0035459]"
"213","PGEN_.00g310760","other biological processes",0.00419591417792321,"Scaffold_15",35178817,35212030,"Q9DG68","RLA0_RANSY","60S acidic ribosomal protein P0 (60S ribosomal protein L10E)","GO:0005840; GO:0042254","ribosome [GO:0005840]; ribosome biogenesis [GO:0042254]"
"214","PGEN_.00g312400","other biological processes",0.035615962290147,"Scaffold_15",39261250,39315091,"P52034","PFKA_DROME","ATP-dependent 6-phosphofructokinase (ATP-PFK) (Phosphofructokinase) (EC 2.7.1.11) (Phosphohexokinase)","GO:0003872; GO:0005524; GO:0005945; GO:0006002; GO:0006007; GO:0006096; GO:0009744; GO:0016208; GO:0030388; GO:0042593; GO:0042802; GO:0046872; GO:0048029; GO:0051289; GO:0061621; GO:0070095","6-phosphofructokinase complex [GO:0005945]; 6-phosphofructokinase activity [GO:0003872]; AMP binding [GO:0016208]; ATP binding [GO:0005524]; fructose-6-phosphate binding [GO:0070095]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; monosaccharide binding [GO:0048029]; canonical glycolysis [GO:0061621]; fructose 1,6-bisphosphate metabolic process [GO:0030388]; fructose 6-phosphate metabolic process [GO:0006002]; glucose catabolic process [GO:0006007]; glucose homeostasis [GO:0042593]; glycolytic process [GO:0006096]; protein homotetramerization [GO:0051289]; response to sucrose [GO:0009744]"
"215","PGEN_.00g312440","other biological processes",0.00755164391186482,"Scaffold_15",39426630,39540564,"Q4V8B0","OXR1_RAT","Oxidation resistance protein 1 (Protein C7)","GO:0005730; GO:0005739; GO:0006979; GO:0007628; GO:0016491; GO:0043524; GO:0051402; GO:0071447; GO:1900408; GO:1902083; GO:1903204","mitochondrion [GO:0005739]; nucleolus [GO:0005730]; oxidoreductase activity [GO:0016491]; adult walking behavior [GO:0007628]; cellular response to hydroperoxide [GO:0071447]; negative regulation of cellular response to oxidative stress [GO:1900408]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced neuron death [GO:1903204]; negative regulation of peptidyl-cysteine S-nitrosylation [GO:1902083]; neuron apoptotic process [GO:0051402]; response to oxidative stress [GO:0006979]"
"216","PGEN_.00g312470","other biological processes",0.00085608642825549,"Scaffold_15",39609170,39620988,"Q9NRA2","S17A5_HUMAN","Sialin (H(+)/nitrate cotransporter) (H(+)/sialic acid cotransporter) (AST) (Membrane glycoprotein HP59) (Solute carrier family 17 member 5) (Vesicular H(+)/Aspartate-glutamate cotransporter)","GO:0005351; GO:0005764; GO:0005765; GO:0005829; GO:0005886; GO:0005887; GO:0006811; GO:0006820; GO:0006865; GO:0009617; GO:0015136; GO:0015538; GO:0015739; GO:0016020; GO:0016021; GO:0030054; GO:0030672","cell junction [GO:0030054]; cytosol [GO:0005829]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; lysosomal membrane [GO:0005765]; lysosome [GO:0005764]; membrane [GO:0016020]; plasma membrane [GO:0005886]; synaptic vesicle membrane [GO:0030672]; carbohydrate:proton symporter activity [GO:0005351]; sialic acid transmembrane transporter activity [GO:0015136]; sialic acid:proton symporter activity [GO:0015538]; amino acid transport [GO:0006865]; anion transport [GO:0006820]; ion transport [GO:0006811]; response to bacterium [GO:0009617]; sialic acid transport [GO:0015739]"
"217","PGEN_.00g316210","other biological processes",0.0157830421700942,"Scaffold_16",963692,980739,"Q9BWF2","TRAIP_HUMAN","E3 ubiquitin-protein ligase TRAIP (EC 2.3.2.27) (RING finger protein 206) (RING-type E3 ubiquitin transferase TRAIP) (TRAF-interacting protein)","GO:0005730; GO:0006915; GO:0007165; GO:0010804; GO:0032088; GO:0032688; GO:0046872; GO:0048471; GO:0061630","nucleolus [GO:0005730]; perinuclear region of cytoplasm [GO:0048471]; metal ion binding [GO:0046872]; ubiquitin protein ligase activity [GO:0061630]; apoptotic process [GO:0006915]; negative regulation of interferon-beta production [GO:0032688]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; signal transduction [GO:0007165]"
"218","PGEN_.00g316700","other biological processes",2.3560180930267e-06,"Scaffold_16",2546783,2571814,"O15162","PLS1_HUMAN","Phospholipid scramblase 1 (PL scramblase 1) (Ca(2+)-dependent phospholipid scramblase 1) (Erythrocyte phospholipid scramblase) (MmTRA1b)","GO:0001228; GO:0003677; GO:0005154; GO:0005509; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0005887; GO:0006659; GO:0006915; GO:0006953; GO:0010628; GO:0016020; GO:0017121; GO:0017124; GO:0017128; GO:0019899; GO:0030168; GO:0033003; GO:0035456; GO:0042609; GO:0045071; GO:0045089; GO:0045121; GO:0045944; GO:0048471; GO:0051607; GO:0060368; GO:0062023; GO:0070062; GO:2000373","collagen-containing extracellular matrix [GO:0062023]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; Golgi apparatus [GO:0005794]; integral component of plasma membrane [GO:0005887]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; plasma membrane [GO:0005886]; calcium ion binding [GO:0005509]; CD4 receptor binding [GO:0042609]; DNA binding [GO:0003677]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; enzyme binding [GO:0019899]; epidermal growth factor receptor binding [GO:0005154]; phospholipid scramblase activity [GO:0017128]; SH3 domain binding [GO:0017124]; acute-phase response [GO:0006953]; apoptotic process [GO:0006915]; defense response to virus [GO:0051607]; negative regulation of viral genome replication [GO:0045071]; phosphatidylserine biosynthetic process [GO:0006659]; plasma membrane phospholipid scrambling [GO:0017121]; platelet activation [GO:0030168]; positive regulation of DNA topoisomerase (ATP-hydrolyzing) activity [GO:2000373]; positive regulation of gene expression [GO:0010628]; positive regulation of innate immune response [GO:0045089]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of Fc receptor mediated stimulatory signaling pathway [GO:0060368]; regulation of mast cell activation [GO:0033003]; response to interferon-beta [GO:0035456]"
"219","PGEN_.00g316730","other biological processes",0.000326445846941845,"Scaffold_16",2653974,2671871,"O95271","TNKS1_HUMAN","Poly [ADP-ribose] polymerase tankyrase-1 (EC 2.4.2.30) (ADP-ribosyltransferase diphtheria toxin-like 5) (ARTD5) (Poly [ADP-ribose] polymerase 5A) (Protein poly-ADP-ribosyltransferase tankyrase-1) (EC 2.4.2.-) (TNKS-1) (TRF1-interacting ankyrin-related ADP-ribose polymerase) (Tankyrase I) (Tankyrase-1) (TANK1)","GO:0000139; GO:0000209; GO:0000242; GO:0000781; GO:0000784; GO:0003950; GO:0005634; GO:0005643; GO:0005654; GO:0005737; GO:0005794; GO:0005829; GO:0006471; GO:0007052; GO:0008270; GO:0015031; GO:0016055; GO:0016604; GO:0018105; GO:0018107; GO:0031670; GO:0031965; GO:0032210; GO:0032212; GO:0042393; GO:0045944; GO:0051028; GO:0051225; GO:0051301; GO:0051973; GO:0070198; GO:0070212; GO:0070213; GO:0090263; GO:0097431; GO:1904355; GO:1904357; GO:1904743; GO:1904908; GO:1990404","chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; Golgi membrane [GO:0000139]; mitotic spindle pole [GO:0097431]; nuclear body [GO:0016604]; nuclear chromosome, telomeric region [GO:0000784]; nuclear membrane [GO:0031965]; nuclear pore [GO:0005643]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; pericentriolar material [GO:0000242]; histone binding [GO:0042393]; NAD+ ADP-ribosyltransferase activity [GO:0003950]; protein ADP-ribosylase activity [GO:1990404]; zinc ion binding [GO:0008270]; cell division [GO:0051301]; cellular response to nutrient [GO:0031670]; mitotic spindle organization [GO:0007052]; mRNA transport [GO:0051028]; negative regulation of maintenance of mitotic sister chromatid cohesion, telomeric [GO:1904908]; negative regulation of telomere maintenance via telomere lengthening [GO:1904357]; negative regulation of telomeric DNA binding [GO:1904743]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of telomerase activity [GO:0051973]; positive regulation of telomere capping [GO:1904355]; positive regulation of telomere maintenance via telomerase [GO:0032212]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein ADP-ribosylation [GO:0006471]; protein auto-ADP-ribosylation [GO:0070213]; protein localization to chromosome, telomeric region [GO:0070198]; protein poly-ADP-ribosylation [GO:0070212]; protein polyubiquitination [GO:0000209]; protein transport [GO:0015031]; regulation of telomere maintenance via telomerase [GO:0032210]; spindle assembly [GO:0051225]; Wnt signaling pathway [GO:0016055]"
"220","PGEN_.00g321860","other biological processes",0.00249322292032778,"Scaffold_16",16183820,16209195,"Q9UBZ9","REV1_HUMAN","DNA repair protein REV1 (EC 2.7.7.-) (Alpha integrin-binding protein 80) (AIBP80) (Rev1-like terminal deoxycytidyl transferase)","GO:0003684; GO:0003887; GO:0005654; GO:0006260; GO:0009411; GO:0017125; GO:0019985; GO:0042276; GO:0046872; GO:0070987","nucleoplasm [GO:0005654]; damaged DNA binding [GO:0003684]; deoxycytidyl transferase activity [GO:0017125]; DNA-directed DNA polymerase activity [GO:0003887]; metal ion binding [GO:0046872]; DNA replication [GO:0006260]; error-free translesion synthesis [GO:0070987]; error-prone translesion synthesis [GO:0042276]; response to UV [GO:0009411]; translesion synthesis [GO:0019985]"
"221","PGEN_.00g322160","other biological processes",0.00804374441301353,"Scaffold_16",16997413,17011571,"O43447","PPIH_HUMAN","Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP)","GO:0000398; GO:0000413; GO:0001525; GO:0003755; GO:0005654; GO:0005681; GO:0005737; GO:0006457; GO:0016018; GO:0016607; GO:0042026; GO:0043021; GO:0045070; GO:0046540; GO:0051082; GO:0065003; GO:0071001","cytoplasm [GO:0005737]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; spliceosomal complex [GO:0005681]; U4/U6 snRNP [GO:0071001]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; cyclosporin A binding [GO:0016018]; peptidyl-prolyl cis-trans isomerase activity [GO:0003755]; ribonucleoprotein complex binding [GO:0043021]; unfolded protein binding [GO:0051082]; angiogenesis [GO:0001525]; mRNA splicing, via spliceosome [GO:0000398]; positive regulation of viral genome replication [GO:0045070]; protein folding [GO:0006457]; protein peptidyl-prolyl isomerization [GO:0000413]; protein refolding [GO:0042026]; protein-containing complex assembly [GO:0065003]"
"222","PGEN_.00g322650","other biological processes",1.29691595075483e-44,"Scaffold_16",18248077,18261946,"P22699","GUN6_DICDI","Endoglucanase (EC 3.2.1.4) (Cellulase) (Endo-1,4-beta-glucanase) (Spore germination protein 270-6)","GO:0005576; GO:0008810; GO:0009847; GO:0030245; GO:0030248; GO:0030435","extracellular region [GO:0005576]; cellulase activity [GO:0008810]; cellulose binding [GO:0030248]; cellulose catabolic process [GO:0030245]; spore germination [GO:0009847]; sporulation resulting in formation of a cellular spore [GO:0030435]"
