"uniprot.id"	"gene"	"adj.pval.treatment"	"start"	"end"	"score"	"Match.ID"	"m_start"	"m_end"	"E.value"	"identity"	"al"	"protein.name.short"	"protein.name.long"	"gene.names"	"organism"	"GO.IDs"
NA	"PGEN_.00g204030"	0.00194108756153871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g312700"	0.00197977605434392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9Y2F9"	"PGEN_.00g205410"	0.0019847154871204	175	520	475	"sp|Q9Y2F9|BTBD3_HUMAN"	15	359	1.57e-53	35.227	352	"BTBD3_HUMAN"	"BTB/POZ domain-containing protein 3"	"BTBD3 KIAA0952"	"Homo sapiens (Human)"	"GO:0005634; GO:0005829; GO:0021987; GO:0022008; GO:0048813"
"Q7Q968"	"PGEN_.00g133680"	0.00201218952436366	6	200	509	"sp|Q7Q968|NTAQ1_ANOGA"	11	203	3.5e-64	47.692	195	"NTAQ1_ANOGA"	"Protein N-terminal glutamine amidohydrolase (EC 3.5.1.122) (Protein NH2-terminal glutamine deamidase) (N-terminal Gln amidase) (Nt(Q)-amidase) (Protein tungus)"	"tun AGAP004865"	"Anopheles gambiae (African malaria mosquito)"	"GO:0005634; GO:0005829; GO:0006464; GO:0008418; GO:0070773"
NA	"PGEN_.00g017310"	0.00201442159656649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g194760"	0.00201442159656649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g119520"	0.00202249048298887	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O14514"	"PGEN_.00g155550"	0.00202653880817528	537	1198	587	"sp|O14514|AGRB1_HUMAN"	266	907	5.32e-61	27.762	688	"AGRB1_HUMAN"	"Adhesion G protein-coupled receptor B1 (Brain-specific angiogenesis inhibitor 1) [Cleaved into: Vasculostatin-40 (Vstat40); Vasculostatin-120 (Vstat120)]"	"ADGRB1 BAI1"	"Homo sapiens (Human)"	"GO:0001530; GO:0001786; GO:0001891; GO:0004930; GO:0005615; GO:0005886; GO:0005887; GO:0005911; GO:0005925; GO:0006910; GO:0007155; GO:0007165; GO:0007166; GO:0007186; GO:0007189; GO:0007409; GO:0007422; GO:0007517; GO:0008285; GO:0010596; GO:0014069; GO:0016021; GO:0016525; GO:0030165; GO:0030425; GO:0031397; GO:0042177; GO:0043197; GO:0043277; GO:0043652; GO:0045087; GO:0048167; GO:0048471; GO:0050829; GO:0051965; GO:1901741; GO:1903428"
NA	"PGEN_.00g051410"	0.00205795945171232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g159640"	0.00207136882917114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g066340"	0.0021794174000258	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g004560"	0.00218108223900588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g062840"	0.00226533744672547	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9JIM0"	"PGEN_.00g041570"	0.00232053791391915	8	538	1727	"sp|Q9JIM0|MRE11_RAT"	41	566	0	61.205	531	"MRE11_RAT"	"Double-strand break repair protein MRE11 (EC 3.1.-.-) (Double-strand break repair protein MRE11A) (Meiotic recombination 11 homolog 1) (MRE11 homolog 1) (Meiotic recombination 11 homolog A) (MRE11 homolog A)"	"Mre11 Mre11a"	"Rattus norvegicus (Rat)"	"GO:0000014; GO:0000723; GO:0000724; GO:0000784; GO:0000790; GO:0000794; GO:0004520; GO:0005634; GO:0005654; GO:0005657; GO:0005737; GO:0006302; GO:0006303; GO:0006974; GO:0007062; GO:0007095; GO:0007129; GO:0007507; GO:0008022; GO:0008283; GO:0008408; GO:0008409; GO:0016605; GO:0030145; GO:0030870; GO:0031573; GO:0031860; GO:0031954; GO:0032206; GO:0032508; GO:0033674; GO:0035861; GO:0042138; GO:0042802; GO:0043066; GO:0046597; GO:0048471; GO:0051276; GO:0097552; GO:0110025"
NA	"PGEN_.00g270670"	0.00232893539055927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g264390"	0.00232893539055927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P10394"	"PGEN_.00g005280"	0.00236116583478122	907	982	138	"sp|P10394|POL4_DROME"	53	128	1.53e-09	36.842	76	"POL4_DROME"	"Retrovirus-related Pol polyprotein from transposon 412 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease]"	"POL ORF3"	"Drosophila melanogaster (Fruit fly)"	"GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0015074"
"A6QP05"	"PGEN_.00g230620"	0.00242809805715265	44	299	854	"sp|A6QP05|DHR12_BOVIN"	1	258	6.67e-114	60.078	258	"DHR12_BOVIN"	"Dehydrogenase/reductase SDR family member 12 (EC 1.1.-.-) (Short-chain dehydrogenase/reductase family 40C member 1)"	"DHRS12 SDR40C1"	"Bos taurus (Bovine)"	"GO:0016491"
"Q8N695"	"PGEN_.00g053170"	0.002530174032148	5	601	1085	"sp|Q8N695|SC5A8_HUMAN"	8	595	2.41e-139	39.873	632	"SC5A8_HUMAN"	"Sodium-coupled monocarboxylate transporter 1 (Apical iodide transporter) (Electrogenic sodium monocarboxylate cotransporter) (Sodium iodide-related cotransporter) (Solute carrier family 5 member 8)"	"SLC5A8 AIT SMCT SMCT1"	"Homo sapiens (Human)"	"GO:0005886; GO:0006811; GO:0006915; GO:0008028; GO:0015129; GO:0015552; GO:0015913; GO:0016021; GO:0016324; GO:0022803; GO:0034356; GO:0070062; GO:0140161"
NA	"PGEN_.00g232120"	0.00253829327620108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9VEX9"	"PGEN_.00g239980"	0.00254444656997895	70	135	230	"sp|Q9VEX9|SAP18_DROME"	61	126	9.53e-24	59.091	66	"SAP18_DROME"	"Histone deacetylase complex subunit SAP18 (18 kDa Sin3-associated polypeptide) (Bicoid-interacting protein 1) (dSAP18)"	"Bin1 SAP18 CG6046"	"Drosophila melanogaster (Fruit fly)"	"GO:0000398; GO:0003714; GO:0005737; GO:0006342; GO:0007275; GO:0008134; GO:0016580; GO:0045892; GO:0071011; GO:0071013"
"P26779"	"PGEN_.00g035820"	0.00262786338028614	63	454	170	"sp|P26779|SAP_BOVIN"	433	834	4.87e-11	23.256	430	"SAP_BOVIN"	"Prosaposin (Proactivator polypeptide) [Cleaved into: Saposin-A (Protein A); Saposin-B (Cerebroside sulfate activator) (CSAct) (Dispersin) (Sphingolipid activator protein 1) (SAP-1) (Sulfatide/GM1 activator); Saposin-C (A1 activator) (Co-beta-glucosidase) (Glucosylceramidase activator) (Sphingolipid activator protein 2) (SAP-2); Saposin-D (Component C) (Protein C)]"	"PSAP"	"Bos taurus (Bovine)"	"GO:0005576; GO:0005615; GO:0005764; GO:0005770; GO:0006665; GO:0007041; GO:0007193; GO:0019216; GO:0060736; GO:0060742"
"O88307"	"PGEN_.00g116670"	0.0026392865822521	29	2215	2523	"sp|O88307|SORL_MOUSE"	31	2123	0	32.265	2278	"SORL_MOUSE"	"Sortilin-related receptor (Gp250) (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (LDLR relative with 11 ligand-binding repeats) (LR11) (SorLA-1) (Sorting protein-related receptor containing LDLR class A repeats) (mSorLA)"	"Sorl1"	"Mus musculus (Mouse)"	"GO:0000139; GO:0001540; GO:0002024; GO:0005615; GO:0005623; GO:0005641; GO:0005768; GO:0005769; GO:0005771; GO:0005783; GO:0005789; GO:0005794; GO:0005802; GO:0005886; GO:0006605; GO:0006622; GO:0006892; GO:0006897; GO:0010897; GO:0014910; GO:0016020; GO:0016021; GO:0016477; GO:0030169; GO:0030306; GO:0030514; GO:0030658; GO:0031901; GO:0031985; GO:0032091; GO:0032460; GO:0032585; GO:0034067; GO:0038020; GO:0043025; GO:0043407; GO:0045053; GO:0045732; GO:0046628; GO:0048471; GO:0050768; GO:0051604; GO:0055037; GO:0055038; GO:0070863; GO:1900168; GO:1901215; GO:1902430; GO:1902771; GO:1902948; GO:1902953; GO:1902955; GO:1902960; GO:1902963; GO:1902966; GO:1902997; GO:1904179; GO:1990845; GO:2001137"
NA	"PGEN_.00g311750"	0.0026392865822521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q923Q2"	"PGEN_.00g098500"	0.00273039103998785	109	1113	1674	"sp|Q923Q2|STA13_MOUSE"	51	1078	0	38.59	1078	"STA13_MOUSE"	"StAR-related lipid transfer protein 13 (START domain-containing protein 13) (StARD13)"	"Stard13"	"Mus musculus (Mouse)"	"GO:0005096; GO:0005811; GO:0007049; GO:0007165; GO:0008289; GO:0031966; GO:0043542; GO:0090051; GO:0097498; GO:1903671"
NA	"PGEN_.00g221860"	0.00273232813874918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q9WTR8"	"PGEN_.00g186060"	0.0027799110041224	431	1388	1457	"sp|Q9WTR8|PHLP1_RAT"	155	1061	4.79e-171	35.185	972	"PHLP1_RAT"	"PH domain leucine-rich repeat protein phosphatase 1 (EC 3.1.3.16) (Pleckstrin homology domain-containing family E member 1) (PH domain-containing family E member 1) (Suprachiasmatic nucleus circadian oscillatory protein)"	"Phlpp1 Phlpp Plekhe1 Scop"	"Rattus norvegicus (Rat)"	"GO:0001932; GO:0002667; GO:0004722; GO:0005654; GO:0005737; GO:0005886; GO:0006470; GO:0006915; GO:0007623; GO:0009649; GO:0021766; GO:0031965; GO:0042981; GO:0043408; GO:0046328; GO:0046872; GO:0051897; GO:0051898; GO:0070373; GO:0090037; GO:0090038; GO:1900744"
"Q5XGC9"	"PGEN_.00g270150"	0.00280085592380456	190	339	177	"sp|Q5XGC9|SRFB1_XENTR"	2	166	2.81e-14	30.909	165	"SRFB1_XENTR"	"Serum response factor-binding protein 1 (SRF-dependent transcription regulation-associated protein)"	"srfbp1 TTpA001g14.1"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0005634; GO:0030490; GO:0030686; GO:0048471"
NA	"PGEN_.00g130990"	0.00284438622479132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g140110"	0.00284438622479132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"D3YXG0"	"PGEN_.00g004510"	0.00287817836162844	4521	4869	704	"sp|D3YXG0|HMCN1_MOUSE"	279	615	1.68e-78	43.266	349	"HMCN1_MOUSE"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"Hmcn1"	"Mus musculus (Mouse)"	"GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023"
NA	"PGEN_.00g126970"	0.00288696693043862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q4VBI7"	"PGEN_.00g254010"	0.00298187921690766	3	312	494	"sp|Q4VBI7|STX18_DANRE"	2	288	2.39e-59	43.354	316	"STX18_DANRE"	"Syntaxin-18"	"stx18 zgc:112326"	"Danio rerio (Zebrafish) (Brachydanio rerio)"	"GO:0005484; GO:0005783; GO:0005789; GO:0006886; GO:0006890; GO:0016021; GO:0031201"
"Q9UBQ7"	"PGEN_.00g322180"	0.00312525641179732	7	298	696	"sp|Q9UBQ7|GRHPR_HUMAN"	219	506	2.96e-86	51.37	292	"GRHPR_HUMAN"	"Glyoxylate reductase/hydroxypyruvate reductase (EC 1.1.1.79) (EC 1.1.1.81)"	"GRHPR GLXR MSTP035"	"Homo sapiens (Human)"	"GO:0005737; GO:0005782; GO:0005829; GO:0007588; GO:0008465; GO:0016616; GO:0016618; GO:0030267; GO:0031406; GO:0034641; GO:0042803; GO:0043648; GO:0046487; GO:0051259; GO:0051287; GO:0055114; GO:0070062; GO:0070402"
NA	"PGEN_.00g164370"	0.0031761882096428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g003720"	0.00325103193414417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g234920"	0.00331325173339818	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q14643"	"PGEN_.00g222080"	0.00332245882855634	6	1713	5097	"sp|Q14643|ITPR1_HUMAN"	3	1603	0	60.358	1733	"ITPR1_HUMAN"	"Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)"	"ITPR1 INSP3R1"	"Homo sapiens (Human)"	"GO:0001666; GO:0005220; GO:0005509; GO:0005623; GO:0005637; GO:0005730; GO:0005783; GO:0005789; GO:0005886; GO:0005955; GO:0006816; GO:0007165; GO:0009791; GO:0010506; GO:0014069; GO:0015085; GO:0015278; GO:0016020; GO:0016021; GO:0016529; GO:0019855; GO:0030168; GO:0030658; GO:0030659; GO:0030667; GO:0031088; GO:0031094; GO:0031095; GO:0032469; GO:0035091; GO:0042045; GO:0048471; GO:0050796; GO:0050849; GO:0050882; GO:0051209; GO:0070059; GO:0070679; GO:0098685; GO:0098695; GO:1903779"
"Q5M8K8"	"PGEN_.00g139870"	0.00335454911671379	14	183	471	"sp|Q5M8K8|IFT22_XENTR"	6	178	3.13e-59	49.425	174	"IFT22_XENTR"	"Intraflagellar transport protein 22 homolog (Rab-like protein 5)"	"ift22 rabl5 TGas031j16.1"	"Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)"	"GO:0003924; GO:0005525; GO:0006886; GO:0030992; GO:0032482"
NA	"PGEN_.00g304270"	0.00335454911671379	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q09225"	"PGEN_.00g155730"	0.00352929204232642	148	800	746	"sp|Q09225|NRF6_CAEEL"	105	768	1.4e-85	29.959	731	"NRF6_CAEEL"	"Nose resistant to fluoxetine protein 6 (Protein nrf-6)"	"nrf-6 C08B11.4"	"Caenorhabditis elegans"	"GO:0006869; GO:0007275; GO:0008289; GO:0016021; GO:0016747"
"P97393"	"PGEN_.00g164190"	0.00357230238128625	359	946	640	"sp|P97393|RHG05_MOUSE"	43	631	3.84e-67	29.016	610	"RHG05_MOUSE"	"Rho GTPase-activating protein 5 (Rho-type GTPase-activating protein 5) (p190-B)"	"Arhgap5 Rhogap5"	"Mus musculus (Mouse)"	"GO:0002053; GO:0003924; GO:0005096; GO:0005525; GO:0005783; GO:0005829; GO:0005886; GO:0007165; GO:0008361; GO:0030335; GO:0042169"
"Q9C5D2"	"PGEN_.00g136060"	0.00368028413690785	477	574	138	"sp|Q9C5D2|FBL4_ARATH"	5	99	1.49e-09	32.653	98	"FBL4_ARATH"	"F-box/LRR-repeat protein 4 (AtFBL4)"	"FBL4 At4g15475 dl3775w FCAALL.58"	"Arabidopsis thaliana (Mouse-ear cress)"	"GO:0006289; GO:0006511; GO:0010225; GO:0016567; GO:0019005; GO:0031146"
"Q9DC53"	"PGEN_.00g206250"	0.00376682792144542	119	369	703	"sp|Q9DC53|CPNE8_MOUSE"	96	338	6.4e-87	56.574	251	"CPNE8_MOUSE"	"Copine-8 (Copine VIII)"	"Cpne8"	"Mus musculus (Mouse)"	"GO:0005544; GO:0005886; GO:0071277"
NA	"PGEN_.00g348730"	0.00389686536893917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P16056"	"PGEN_.00g211830"	0.0039339298460543	1065	1361	776	"sp|P16056|MET_MOUSE"	192	491	4.67e-90	50	302	"MET_MOUSE"	"Hepatocyte growth factor receptor (HGF receptor) (EC 2.7.10.1) (HGF/SF receptor) (Proto-oncogene c-Met) (Scatter factor receptor) (SF receptor) (Tyrosine-protein kinase Met)"	"Met"	"Mus musculus (Mouse)"	"GO:0000122; GO:0000187; GO:0001764; GO:0001886; GO:0001889; GO:0001890; GO:0004672; GO:0004713; GO:0004714; GO:0005008; GO:0005524; GO:0005615; GO:0005737; GO:0005886; GO:0005887; GO:0007169; GO:0007268; GO:0007420; GO:0007517; GO:0007519; GO:0008013; GO:0009925; GO:0010628; GO:0010629; GO:0010800; GO:0010801; GO:0010828; GO:0010976; GO:0014069; GO:0014812; GO:0014902; GO:0016020; GO:0017154; GO:0019903; GO:0030182; GO:0030317; GO:0030425; GO:0030534; GO:0031016; GO:0031116; GO:0032675; GO:0033138; GO:0035024; GO:0036126; GO:0042593; GO:0042802; GO:0043005; GO:0043025; GO:0043235; GO:0043274; GO:0043548; GO:0044877; GO:0045211; GO:0045740; GO:0045840; GO:0045944; GO:0046777; GO:0048012; GO:0048754; GO:0050775; GO:0050804; GO:0050918; GO:0051450; GO:0051497; GO:0051897; GO:0055013; GO:0060048; GO:0060076; GO:0060079; GO:0060665; GO:0061436; GO:0070495; GO:0071526; GO:0071635; GO:0072593; GO:1900407; GO:1900745; GO:1901299; GO:1905098; GO:2001028"
"O95786"	"PGEN_.00g256280"	0.00395872904101095	9	917	836	"sp|O95786|DDX58_HUMAN"	120	1054	4.62e-95	28.794	962	"DDX58_HUMAN"	"Antiviral innate immune response receptor RIG-I (DEAD box protein 58) (Probable ATP-dependent RNA helicase DDX58) (EC 3.6.4.13) (RIG-I-like receptor 1) (RLR-1) (Retinoic acid-inducible gene 1 protein) (RIG-1) (Retinoic acid-inducible gene I protein) (RIG-I)"	"DDX58"	"Homo sapiens (Human)"	"GO:0002230; GO:0002735; GO:0003690; GO:0003724; GO:0003725; GO:0003727; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0005923; GO:0008270; GO:0009597; GO:0009615; GO:0010628; GO:0015629; GO:0016032; GO:0016579; GO:0030334; GO:0031625; GO:0032480; GO:0032587; GO:0032725; GO:0032727; GO:0032728; GO:0032755; GO:0032757; GO:0034344; GO:0035549; GO:0039528; GO:0039529; GO:0042802; GO:0043330; GO:0045087; GO:0045944; GO:0051091; GO:0051607; GO:0060760; GO:0071360; GO:0140374; GO:1902741; GO:1904469; GO:1990904; GO:2000778"
"A0A0F7YYX3"	"PGEN_.00g031120"	0.00423087171363438	12	193	197	"sp|A0A0F7YYX3|CPROH_CONVC"	28	213	1.19e-17	31.72	186	"CPROH_CONVC"	"Neuropeptide prohormone-4"	""	"Conus victoriae (Queen Victoria cone)"	"GO:0005576"
NA	"PGEN_.00g203280"	0.00430068600309077	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"D3YXG0"	"PGEN_.00g285950"	0.00449447904489404	1975	5634	5932	"sp|D3YXG0|HMCN1_MOUSE"	18	3578	0	36.591	3714	"HMCN1_MOUSE"	"Hemicentin-1 (Fibulin-6) (FIBL-6)"	"Hmcn1"	"Mus musculus (Mouse)"	"GO:0005509; GO:0005576; GO:0005604; GO:0005913; GO:0005938; GO:0007049; GO:0007156; GO:0007157; GO:0009617; GO:0030054; GO:0032154; GO:0038023; GO:0042803; GO:0050839; GO:0051301; GO:0062023"
"Q9H4G4"	"PGEN_.00g299180"	0.00457943186574173	9	151	220	"sp|Q9H4G4|GAPR1_HUMAN"	26	174	6.67e-22	37.5	152	"GAPR1_HUMAN"	"Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)"	"GLIPR2 C9orf19 GAPR1"	"Homo sapiens (Human)"	"GO:0000139; GO:0005615; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374"
NA	"PGEN_.00g310710"	0.00458742991917452	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g231090"	0.0046770979602007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g100210"	0.00469426627611796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q5XXP2"	"PGEN_.00g072260"	0.00475770648242357	48	361	295	"sp|Q5XXP2|OPN4_PHOSU"	10	313	4.37e-28	28.662	314	"OPN4_PHOSU"	"Melanopsin (Opsin-4)"	"OPN4"	"Phodopus sungorus (Striped hairy-footed hamster) (Djungarian hamster)"	"GO:0005502; GO:0005886; GO:0007601; GO:0007602; GO:0008020; GO:0016021; GO:0018298; GO:0042752; GO:0048511"
NA	"PGEN_.00g237810"	0.00475770648242357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q90600"	"PGEN_.00g232390"	0.0048367874895957	33	648	769	"sp|Q90600|RB_CHICK"	12	628	4.08e-88	31.603	655	"RB_CHICK"	"Retinoblastoma-associated protein (p104) (pRb) (Rb)"	"RB1"	"Gallus gallus (Chicken)"	"GO:0000785; GO:0001012; GO:0001102; GO:0005634; GO:0005667; GO:0006325; GO:0006357; GO:0006915; GO:0007049; GO:0007346; GO:0008285; GO:0016032; GO:0030154; GO:0030182; GO:0030308; GO:0031175; GO:0035189; GO:0045892; GO:0048667; GO:2000134"
"Q9H1P6"	"PGEN_.00g171020"	0.0048367874895957	42	136	154	"sp|Q9H1P6|CT085_HUMAN"	12	106	4.12e-13	37.374	99	"CT085_HUMAN"	"Uncharacterized protein C20orf85"	"C20orf85"	"Homo sapiens (Human)"	""
NA	"PGEN_.00g058070"	0.00492309016325546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g004660"	0.00499704785514017	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g335180"	0.00501834181988864	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g260830"	0.00508034201745595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g177130"	0.00509559478657291	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q80U22"	"PGEN_.00g339890"	0.00525700433579082	954	1137	328	"sp|Q80U22|RUSC2_MOUSE"	1544	1729	6.7e-29	37.097	186	"RUSC2_MOUSE"	"Iporin (Interacting protein of Rab1) (RUN and SH3 domain-containing protein 2)"	"Rusc2 Kiaa0375"	"Mus musculus (Mouse)"	"GO:0005829; GO:0017137; GO:0031410"
NA	"PGEN_.00g296900"	0.00526331560107905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"Q8AVJ2"	"PGEN_.00g174670"	0.00528153853084139	1	79	373	"sp|Q8AVJ2|L14AB_XENLA"	1	79	1.79e-38	87.342	79	"L14AB_XENLA"	"Protein LSM14 homolog A-B (RNA-associated protein 55A-B) (RAP55A-B)"	"lsm14a-b rap55a-b"	"Xenopus laevis (African clawed frog)"	"GO:0000932; GO:0003723; GO:0005737; GO:0007275; GO:0010494; GO:0017148; GO:0017151; GO:1990904"
NA	"PGEN_.00g257000"	0.00534041904814011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P17635"	"PGEN_.00g157640"	0.00534308624991179	14	529	1049	"sp|P17635|FMO2_RABIT"	23	532	2.62e-136	42.389	519	"FMO2_RABIT"	"Dimethylaniline monooxygenase [N-oxide-forming] 2 (EC 1.14.13.8) (Dimethylaniline oxidase 2) (FMO 1B1) (Pulmonary flavin-containing monooxygenase 2) (FMO 2)"	"FMO2"	"Oryctolagus cuniculus (Rabbit)"	"GO:0004499; GO:0005789; GO:0016020; GO:0016021; GO:0050660; GO:0050661; GO:0070995"
"Q924A2"	"PGEN_.00g119570"	0.00534308624991179	477	606	285	"sp|Q924A2|CIC_MOUSE"	449	554	8.79e-24	49.254	134	"CIC_MOUSE"	"Protein capicua homolog"	"Cic Kiaa0306"	"Mus musculus (Mouse)"	"GO:0000122; GO:0003677; GO:0003682; GO:0005634; GO:0005654; GO:0007420; GO:0007612; GO:0007613; GO:0032991; GO:0035176; GO:0043231; GO:0045892; GO:0048286"
"P67812"	"PGEN_.00g341620"	0.00535756234261931	1	165	782	"sp|P67812|SC11A_HUMAN"	3	167	1.6e-106	88.485	165	"SC11A_HUMAN"	"Signal peptidase complex catalytic subunit SEC11A (EC 3.4.21.89) (Endopeptidase SP18) (Microsomal signal peptidase 18 kDa subunit) (SPase 18 kDa subunit) (SEC11 homolog A) (SEC11-like protein 1) (SPC18)"	"SEC11A SEC11L1 SPC18 SPCS4A"	"Homo sapiens (Human)"	"GO:0005787; GO:0005789; GO:0006465; GO:0008233; GO:0008236; GO:0016021"
NA	"PGEN_.00g289060"	0.00535756234261931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"O89001"	"PGEN_.00g131190"	0.00539599561822691	502	758	606	"sp|O89001|CBPD_MOUSE"	46	292	8.22e-70	46.923	260	"CBPD_MOUSE"	"Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)"	"Cpd"	"Mus musculus (Mouse)"	"GO:0004181; GO:0004185; GO:0005615; GO:0005634; GO:0005802; GO:0005886; GO:0006518; GO:0008270; GO:0016021; GO:0016485; GO:0043231; GO:0044877; GO:0048471; GO:0051721"
"O18894"	"PGEN_.00g080690"	0.00548102488093256	39	818	2428	"sp|O18894|CLCN3_RABIT"	48	831	0	62.944	788	"CLCN3_RABIT"	"H(+)/Cl(-) exchange transporter 3 (Chloride channel protein 3) (ClC-3) (Chloride transporter ClC-3)"	"CLCN3"	"Oryctolagus cuniculus (Rabbit)"	"GO:0005247; GO:0005524; GO:0005769; GO:0005770; GO:0005794; GO:0012506; GO:0015297; GO:0016021; GO:0030165; GO:0030658; GO:0031901; GO:0031902"
NA	"PGEN_.00g101110"	0.00548102488093256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g349440"	0.0055207166780923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g090860"	0.00559222437351486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"PGEN_.00g196390"	0.00561360297699398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"P09479"	"PGEN_.00g151020"	0.00561933953820438	78	439	323	"sp|P09479|ACHA_CHICK"	54	392	6.5e-32	25.135	370	"ACHA_CHICK"	"Acetylcholine receptor subunit alpha"	"CHRNA1"	"Gallus gallus (Chicken)"	"GO:0004888; GO:0005887; GO:0005892; GO:0007165; GO:0007268; GO:0007271; GO:0007274; GO:0022848; GO:0030054; GO:0034220; GO:0035094; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0050877"
NA	"PGEN_.00g147620"	0.00567042479623809	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
