"gene"	"pval.treatment1"	"pval.treatment2"	"position"	"pval.treatment1_x_treatment2"	"pval.treatment1_x_position"	"pval.treatment2_x_position"	"pval.treatment1_x_pval.treatment2_x_position"	"adj.pval.treatment1"	"adj.pval.treatment2"	"adj.pval.treatment1_x_treatment2"	"adj.pval.treatment1_x_position"	"adj.pval.treatment2_x_position"	"adj.pval.treatment1_x_pval.treatment2_x_position"
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-420.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-420.1"	0.127310464840697	0.0161163551361086	8.05660287866407e-16	0.000839705480493304	0.440287636063213	0.441553460159873	0.729041798527131	0.361781070677184	0.0889178214405994	0.0070712040462594	0.646293777707469	0.599902286983571	0.925767363209056
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-46.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-46.1"	0.0606678068078639	0.239917789783383	0.305734770646978	0.161886256211459	0.646358654997229	0.201860103340015	0.813072998124511	0.269634696923839	0.581618884323353	0.413204813794534	0.840791746337859	0.367018369709119	0.963642071851273
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-474.16;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-474.16"	0.217656979295179	0.503290738509663	5.98867961315141e-05	0.373737579300968	0.929910383424866	0.768975397339215	0.901102954157282	0.508736186814031	0.863953288087171	0.605071765086884	0.972455302927965	0.845398098638007	1
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-477.2;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-477.2"	0.0514022291721009	0.608191956143022	0.513134249770132	0.916268182736799	0.764384380444931	0.570363695562727	0.0524212931506094	0.241892843162828	0.904538385643888	0.970880193628397	0.895545920293673	0.707427839457645	0.121556621798514
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-529.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-529.1"	0.84259263836468	0.557430161034793	0.114971630236391	0.0545095990280409	0.881451826560519	0.321232880444543	0.0641784235537106	0.954413182941144	0.889221893711353	0.192170364112178	0.940215281664554	0.499002532729386	0.144627433360475
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-532.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-532.1"	1.56076078158571e-06	2.02733433172986e-52	2.34738901750395e-15	1.82486470934326e-113	0.298223605822223	0.190540923530414	0.245500376210284	2.27019750048831e-05	1.08124497692259e-50	2.91978353494922e-111	0.486895682975057	0.354494741451933	0.431649013116983
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-538.3;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-538.3"	0.583593326321175	0.474294244885661	0.826734739735831	0.446363738882557	0.718345239598961	0.594688590785866	0.0877907417671629	0.818208402456709	0.853953859877411	0.693380565254457	0.889009815913804	0.720834655498019	0.18709030238668
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-541.35;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-541.35"	0.000291745387697272	0.0161123626350606	0	0.733499934962266	0	0	0	0.00333423300225454	0.0889178214405994	0.83589131142713	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-61.3;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-61.3"	0.952711226217199	0.05473796261376	0	0.51691990329585	0	0	0	0.97091589932963	0.230475632057937	0.729591959084014	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-88.1;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_est2genome-gene-88.1"	0.323076563845636	0.473709255981742	0	0.272394804965038	0	0	0	0.618740288096387	0.853953859877411	0.533800123383625	0	0	0
"ID=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-98.27;Name=maker-PGA_scaffold6__104_contigs__length_61759565-exonerate_protein2genome-gene-98.27"	0.168186073404388	0.0960228454534903	0.409500114215822	0.0552489796822512	0.0615777279431047	0.0116696964335473	1	0.42713923404289	0.349173983467237	0.192170364112178	0.138766710857701	0.0291742410838681	1
